
"0","",""
"426626","TD4065E.TXT.r_20;TD4065E.TXT.r_21"," bstan pa de yang rab tu dbye bas byed pa'i phyir te / / +rab tu byed pa ni dgos pa 'di'i thabs yin no // / "
"426636","TD4065E.TXT.r_22"," de bas na rab tu  byed pa dang dgos pa gnyis ni thabs dang thabs las byung ba'i mtshan nyid kyis 'brel bar gnas so // / ","0.0#TD4070E.TXT.r#2802295#2802301#TD4070E.TXT.r_29;TD4070E.TXT.r_30;TD4070E.TXT.r_31# RAB TU BYED PA 'DI ni dgos pa 'di'i thabs yin te / / +de'i phyir RAB TU BYED PA DANG DGOS PA GNYIS NI / / "
"426648","TD4065E.TXT.r_23"," de ltar gnas pa la brgya la 'ga' zhig khams gsum pa rnam par rig pa tsam du bstan pa 'dis ni ci zhig bya zhes rgol du 'ong bas de'i phyir / / "
"426663","TD4065E.TXT.r_24;TD4065E.TXT.r_25"," theg pa chen po zhes bya ba 'di  smos so // / +de las ni khams gsum pa rnam par rig pa tsam nyid du bstan pa ni thag pa chen po thob par bya ba'i phyir ro zhes bya ba'i tshig gi don 'di 'byung ste / / "
"426682","TD4065E.TXT.r_26;TD4065E.TXT.r_27"," 'di ni re zhig spyi'i don no // / +yan lag gi don brjod par bya ste / / "
"426690","TD4065E.TXT.r_28;TD4065E.TXT.r_29"," theg pa chen po zhes bya ba 'dis 'dong pas na theg pa'o // / +yang na 'dir 'dod pas na theg pa'o // / "
"426700","TD4065E.TXT.r_30;TD4065E.TXT.r_31"," de'i theg pa yang yin la chen po yang yin pas theg pa chen po'o // / +de'i phyir byang chub sems dpa'i lam 'bras bu dang bcas pa la theg pa chen po zhes bstan pa yin no // / "
"426710","TD4065E.TXT.r_32"," chen po ni de ma yin pa'i theg pa gzhan pas mchog tu gyur par rig    par bya'o / / "
"426718","TD4065E.TXT.r_33"," 'di ltar der ni gang zag la bdag med par shes pas nyon mongs pa'i sgrib pa tsam spong ba'o // / "
"426726","TD4065E.TXT.r_34;TD4065E.TXT.r_35"," 'dir ni gang zag dang chos la bdag med par shes pas nyon mongs pa dang shes bya'i sgrib pa spong ba'o // / +yang na chen po rnam pa bdun dang ldan pa'i phyir chen po ste / / ","0.014#TD4061E.TXT.r#1531644#1531645#TD4061E.TXT.r_2597;TD4061E.TXT.r_2598# chen po nyid rnam pa  BDUN DANG LDAN PA'I PHYIR RO // / +chen po nyid rnam pa bdun la chos chen po nyid ni stong phrag brgya pa la sogs pa'i mdo sde tshad med PA DANG LDAN PA'I PHYIR RO // / ","0.026#TD4034.2E.TXT.r#2946629#2946629#TD4034.2E.TXT.r_10901# yang na  CHEN PO RNAM PA BDUN DANG LDAN PAS sems dpa' chen po zhes bya ste / / ","0.029#TD4017E.TXT.r#2657990#2657990#TD4017E.TXT.r_643;TD4017E.TXT.r_644# 'dis 'degs par byed pa'i phyir theg pa'o // / +chen po NI RNAM PA BDUN DANG LDAN PA'I PHYIR CHEN PO STE / / "
"426740","TD4065E.TXT.r_36"," chen  po rnam pa bdun ni dmigs pa dang  sgrub pa dang  ye shes dang  brtson 'grus dang  thabs la mkhas pa dang  yang dag par 'grub pa dang  las zhes bya ba'o // / ","0.013#TD4032E.TXT.r#1952893#1952895#TD4032E.TXT.r_5131;TD4032E.TXT.r_5132# de ni theg pa yang yin la chen po yang yin pas theg pa chen po'o // / +chen PO RNAM PA BDUN NI DMIGS PA DANG  sgrub pa dang  ye shes dang  brtson 'grus dang  thabs  mkhas pa dang  'thob pa dang  las chen po'o // / ","0.024#TD4054E.TXT.r#1030317#1030317#TD4054E.TXT.r_6482;TD4054E.TXT.r_6483# rnam pa bdun ni / / +dmigs pa chen po dang  bsgrub pa dang  ye  shes dang  brtson 'grus dang  thabs dang  thob pa dang  las kyi khyad par gyi phyir ro // / "
"426752","TD4065E.TXT.r_37;TD4065E.TXT.r_38"," la ni 'dir rgyu'i don du blta bar bya ste / / +theg pa chen po'i rgyu theg pa chen po thob par byed pa'i don zhes  bya ba'i tha tshig go // / "
"426763","TD4065E.TXT.r_39;TD4065E.TXT.r_40"," 'di ltar 'dul ba ni rnam pa gnyis te / / +gang zag la bdag med par bstan pas 'dul ba dag dang  chos la bdag med par bstan pas 'dul ba dag go // / "
"426773","TD4065E.TXT.r_41"," de la gang zag la bdag med par bstan pas 'dul ba dag gi ni de bstan pa la brten nas 'byung ba dang  'jig pa'i chos can bdag dang bdag gi dang bral ba phung po tsam du shes nas thos pa dang sems pa la sogs pa'i rim gyis gang zag la bdag med pa la 'jug go // / "
"426794","TD4065E.TXT.r_42"," bdag med pa la 'jug pa des nyon mongs pa'i sgrib pa dang bral nas mthar phyin pa'i gnas 'thob ste / / "
"426803","TD4065E.TXT.r_43;TD4065E.TXT.r_44"," de dag gi de'i thabs  bstan pa ni gzhan nas brjod pa nyid do // / +gang dag chos la bdag med par bstan pas 'dul ba de dag ni de bstan pa la brten nas chos kyi dbyings rab tu rtogs pa dang mthun pa'i bstan bcos nyan pa dang sems pa la sogs pa'i rim gyis gzung ba dang 'dzin pa rnam par gzhig pa'i phyir ro // / "
"426828","TD4065E.TXT.r_45"," rab tu byed pa 'dis ni gzung ba dang 'dzin pa rnam par gzhig ba'i thabs nyid ston to // / "
"426836","TD4065E.TXT.r_46"," rnam par bshig nas gzung pa dang 'dzin pa dang bral ba'i rnam par rig pa tsam nyid la 'jug go // / "
"426845","TD4065E.TXT.r_47"," de nas sa dang pha rol tu phyin pa bsgrubs pas gzung ba dang 'dzin pa ma lus par bsal nas chos  kyi dbyings rtogs te / / "
"426854","TD4065E.TXT.r_48"," de bzhin gshegs pa'i go 'phang bla na med pa 'thob pas de la bsams nas theg pa chen po thob par bya ba'i phyir zhes bshad do // / "
"426865","TD4065E.TXT.r_49;TD4065E.TXT.r_50"," khams gsum pa zhes bya ba ni 'dod pa dang gzugs dang gzugs med pa zhes bya ba dag ste / / +gsum po nyid khams yin pas     // / "
"426874","TD4065E.TXT.r_51;TD4065E.TXT.r_52"," khams gsum pa'o // / +de la sems dang sems las byung ba gang dag 'dod pa las 'dod chags dang ma bral ba de dag ni 'dod pa'i khams so // / "
"426885","TD4065E.TXT.r_53;TD4065E.TXT.r_54"," gang dag 'dod pa las 'dod chags dang bral la / / +gzugs las 'dod chags dang ma bral ba de dag ni gzugs  kyi khams so // / ","1.192#TD4088E.TXT.r#2835155#2835156#TD4088E.TXT.r_2122;TD4088E.TXT.r_2123# dper na 'dod pa rnams las  'dod CHAGS DANG BRAL LA / / +gzugs RNAMS LAS 'DOD CHAGS DANG MA BRAL BA LTA bu'o // / "
"426897","TD4065E.TXT.r_55"," gang dag gzugs las 'dod chags dang bral la gzugs med pa las 'dod chags dang ma bral ba de dag ni gzugs med pa'i khams so // / "
"426908","TD4065E.TXT.r_56;TD4065E.TXT.r_57"," rnam par rig pa tsam zhes bya ba ni dmigs pa dang bral ba ste / / +'ba' zhig pas rnam par rig pa tsam ste / / "
"426916","TD4065E.TXT.r_58;TD4065E.TXT.r_59"," gzung ba  dang 'dzin pa dang bral ba'i sems dang sems las byung ba zhes bya ba'i tha tshig go // / +rnam par gzhag pa zhes bya ba ni bstan pa'o // / ","0.023#TD4070E.TXT.r#2803000#2803001#TD4070E.TXT.r_132# rnam par rig pa tsam 'bras bu dang BCAS PA ZHES BYA BA LA gzung ba dang  'dzin PA DANG BRAL BA'I SEMS DANG SEMS LAS BYUNG BA RNAMS ni rnam par rig pa tsam mo // / "
"426926","TD4065E.TXT.r_60;TD4065E.TXT.r_61"," de ni 'di skad du sems dang sems las byung ba dag nyid la khams gsum rnam par gzhag go zhes ston te / / +dper na / / "
"426934","TD4065E.TXT.r_62"," gzugs med kyang nam mkha'  mtha' yas skye mched la sogs pa tha dad par rnam par gzhag pa bzhin no zhes bstan par 'gyur ro // / "
"426947","TD4065E.TXT.r_63;TD4065E.TXT.r_64"," yang na theg pa chen po la zhes bya ba ni yul gyi la ste / / +des theg pa chen po zhes bya ba'i gsung rab la rnam par rig pa tsam zhes bya bar bstan par 'gyur ro // / "
"426961","TD4065E.TXT.r_65;TD4065E.TXT.r_66"," lhag ma'i bshad pa ni snga  ma bzhin no // / +de las ni theg pa chen po zhes bya ba'i gsung rab la khams gsum pa rnam par gzhag pa rig pa tsam nyid du dam 'cha'o zhe'am 'dogs so zhe bya ba'i tha tshig gi don 'di 'byung ngo // / ","0.024#TD4093.1E.TXT.r#823907#823907#TD4093.1E.TXT.r_9562;TD4093.1E.TXT.r_9563# 'phags pa'i chos rnams kyi ma thob pa de ni de'i rgyud la na ma yang 'byung bar mi 'gyur ro // / +'dir yang sngar bshad pa'i nyes par thal bar bya ba'i phyir / / ","0.024#TD4001E.TXT.r#1976671#1976674#TD4001E.TXT.r_585;TD4001E.TXT.r_586# de'i phyir chos thams cad la bdag dang bdag gi med pas byed par ji ltar 'gyur zhes dgongs pa'o // / +sngar yongs su shes par bya ba'i dngos po'i rang  bzhin ni bstan na de'i mtshan nyid ma shes pas de'i phyir de la ma rig pa gang zhe na zhes dris so // / ","0.029#TD4047E.TXT.r#1133641#1133641#TD4047E.TXT.r_1791;TD4047E.TXT.r_1792# du rgyu nyid dang  ngo bo nyid dang  sdug bsngal rgyun chad pa nyid dang  don dam pa nyid kyis bde ba rnam pa lnga'i rnam par dbye ba bstan par 'gyur ro // / +sngar bstan pa'i tshe gzhan pa'i dbye bas bdag dang gzhan gyi don chos yang dag par blangs  pa bzhi yang bstan pa yin no // / ","0.029#TD4039E.TXT.r#1874060#1874061#TD4039E.TXT.r_6883;TD4039E.TXT.r_6884;TD4039E.TXT.r_6885# 'du shes kyi khams dang  'du byed kyi khams kyi 'dod chags dang bral bar 'gyur te / / +snga MA BZHIN NO // / +de nyid kyis yang dag pa'i sbyor bas bsdus pa'i so so'i skye bo'i sa la sems rnam par dag par byas nas slob pa'i sems  rnam par grol ba mngon sum du bya bar 'dod de / / ","0.029#TD4047E.TXT.r#1130464#1130464#TD4047E.TXT.r_1339;TD4047E.TXT.r_1340# de nyid ni byang chub chen po yang dag par sgrub par byed pa'i rgyur 'gyur ro // / +sdar bstan pa'i sgrub pa'i sbyor ba'i pha rol tu phyin pa'i sbyor ba dang ldan pa'i las de dag kyang sems can thams cad dang thun mong du byas nas / / ","0.029#TD4047E.TXT.r#1127646#1127646#TD4047E.TXT.r_911;TD4047E.TXT.r_912# dge ba'i bshes gnyen gyis yongs su gzung zhing dbang po rnon  po rnams kyis zab cing rgya che ba shin tu rgyas pa'i mdo sde'i don thos nas rab tu dga' bar 'gyur ro // / +sems rab tu dga' bar gyur pas dam pa'i chos thos pa de nyid bdag por byas nas de bzhin gshegs pa'i ye shes la mos par 'gyur zhing / / "
"426985","TD4065E.TXT.r_67"," bshad pa 'di la ni gzung ba dang 'dzin pa rnam par gzhig pa la sogs pa dgos pa'i  yang dgos pa yin par rig par bya'o // / "
"426995","TD4065E.TXT.r_68"," theg pa chen po thob par bya ba'i phyir lung dang rigs pa gnyis kyis khams gsum pa rnam par rig pa tsam nyid du de bstan zhes gang smras pa de la / / "
"427009","TD4065E.TXT.r_69;TD4065E.TXT.r_70"," re zhig lung gis bstan pa'i phyir / / +kye rgyal ba'i sras dag khams gsum pa 'di ni zhes bya ba la  sogs pa smos so // / ","0.028#TD4065E.TXT.r#427033#427033#TD4065E.TXT.r_72# kye RGYAL BA'I SRAS DAG KHAMS GSUM PA 'DI NI ZHES BYA BA LA SOGS PA SMOS SO // / "
"427020","TD4065E.TXT.r_71"," yang na bshad pa gnyis pa'i dbang du byas nas theg pa chen po la rnam par rig pa tsam du bstan zhes bya ba de ji ltar nges zhes rgol ba de'i phyir / / "
"427033","TD4065E.TXT.r_72;TD4065E.TXT.r_73"," kye rgyal ba'i sras dag khams gsum pa 'di ni zhes bya ba la sogs pa smos so // / +mdo sde las ni khams gsum pa    mtha' dag sems tsam mo zhes gsungs te / / ","0.028#TD4065E.TXT.r#427012#427012#TD4065E.TXT.r_69;TD4065E.TXT.r_70# re zhig lung gis bstan pa'i phyir / / +kye RGYAL BA'I SRAS DAG KHAMS GSUM PA 'DI NI ZHES BYA BA LA  SOGS PA SMOS SO // / "
"427047","TD4065E.TXT.r_74;TD4065E.TXT.r_75"," gzugs dang mi ldan pa dang  'dus ma byas ni rnam par shes pa las logs shig na med la / / +gzung ba dang 'dzin pa yang med do zhes dgongs pa'o // / "
"427057","TD4065E.TXT.r_76;TD4065E.TXT.r_77"," rang gi sde pa dag la re zhig lung 'di'o // / +gang dag gzhung gzhan la gnas pa  de dag la ni rigs pa brjod do // / "
"427069","TD4065E.TXT.r_78"," lung ni mchod pa dang  brjod pa nyung ba'i phyir thog ma nyid du gzhag par rigs so // / "
"427078","TD4065E.TXT.r_79"," rnam par rig pa tsam nyid kyi phyogs la sgra'am ming gi tshogs la sogs pa med du zin kyang tshig la sogs pa'i rnam par shes pa nyid lung ste / / "
"427090","TD4065E.TXT.r_80"," 'di ltar don ji lta ba bzhin du  gzigs pa la sogs pa'i yon tan dang ldan pa 'gro ba'i bla ma'i dbang las byung ste / / "
"427101","TD4065E.TXT.r_81;TD4065E.TXT.r_82"," de lta bas na gzhan las 'ongs pa'i phyir lung zhes bya'o // / +gzhan gyis kyang 'di nges par khas blang par bya ste / / "
"427115","TD4065E.TXT.r_83;TD4065E.TXT.r_84"," 'di ltar sgra'i spyi nyid tshig yin gyi sgra'i bye brag ni ma yin no // / +sgra'i spyi de yang shes pa'i gzung ba'i  cha yin te / / "
"427128","TD4065E.TXT.r_85;TD4065E.TXT.r_86"," gud na dngos por gyur pa med do // / +de bas na sgra'i spyi'i rnam pa'i shes pa nyid lung zhes bstan par 'gyur ro // / "
"427140","TD4065E.TXT.r_87;TD4065E.TXT.r_88"," 'dir ni rnam par rig pa tsam du dam bca' la / / +mdo sde las ni sems tsam zhes 'byung na de ni ji ltar khungs su rung snyam du dogs pa de la / / "
"427156","TD4065E.TXT.r_89;TD4065E.TXT.r_90"," sems dang  yid ces bya ba la sogs pa smos so // / +'di ni phan tshun du don 'brel ba med pa ma yin te / / "
"427167","TD4065E.TXT.r_91"," 'di ltar sems zhes bya ba dang  yid ces bya ba dang  rnam par shes pa zhes bya ba dang  rnam par rig pa zhes bya ba 'di dag ni rnam grangs su gtogs so // / "
"427179","TD4065E.TXT.r_92;TD4065E.TXT.r_93"," rgyu tha dad pa med pa'i sgra ni rnam grangs  su gtogs pa zhes bya ba ste / / +'di ltar rim zhes bya ba rnam grangs kyi don de ston to // / "
"427192","TD4065E.TXT.r_94"," rnam grangs su gtogs pa bzhi brjod pa ni gsung rab kyi tha snyad la mgo rmongs pa med par bya ba'i phyir ro // / "
"427202","TD4065E.TXT.r_95"," gang rab tu byed pa 'di las rnam par rig pa zhes bya ba'i sgra smos pa dang  gang yang mdo sde  las sems zhes bya ba 'di gnyis kyis ni rnam par shes pa'i tshogs brgyad bsdus so // / "
"427221","TD4065E.TXT.r_96"," rnam par shes pa 'di nyid don du snang bar 'byung ste zhes 'og nas 'byung ba yang de dang 'gal ba med do // / "
"427231","TD4065E.TXT.r_97;TD4065E.TXT.r_98"," 'di ltar rnam par shes pa'i tshogs de dag don du snang bar 'dod do // / +gal te khams gsum pa     // / "
"427240","TD4065E.TXT.r_99;TD4065E.TXT.r_100"," sems 'ba' zhig tsam yin na / / +'o na ni sems las byung ba rnams kyang med par thal bar 'gyur du dogs pa la / / "
"427248","TD4065E.TXT.r_101;TD4065E.TXT.r_102"," sems de yang zhes bya ba la sogs pa smos te / / +khams gsum pa gdags pa'i rgyu sems gang yin pa de mdo sde las mtshungs par ldan pa dang  bcas par dgongs pa'o // / "
"427263","TD4065E.TXT.r_103"," yang na mdo sde las sems zhes smos pa gang yin pa de rab tu byed pa 'dir mtshungs par ldan pa dang bcas par lta'o // / "
"427275","TD4065E.TXT.r_104"," sems de yang zhes bya ba ni khams gsum pa gdags pa'i rgyu'am mdo sde las 'byung ba'o // / "
"427284","TD4065E.TXT.r_105;TD4065E.TXT.r_106"," 'dir zhes bya ba ni mdo sde'am rab tu byed  pa'o // / +mtshungs par ldan pa dang bcas pa zhes bya ba ni 'di dag dang sems su mtshungs par ldan pas mtshungs par ldan pa dag ste / / "
"427297","TD4065E.TXT.r_107;TD4065E.TXT.r_108"," tshor ba la sogs pa la bya'o // / +mtshungs par ldan pa rnams la sogs pa dang lhan cig 'jug pas na mtshungs par ldan pa dang bcas pa'o // / "
"427306","TD4065E.TXT.r_109;TD4065E.TXT.r_110;TD4065E.TXT.r_111"," dgongs zhes bya ba ni khas len to // / +'dod do zhes bya ba'i tha tshig go // / +de ni 'di skad du khams gsum pa 'di ni sems dang sems las byung ba tsam yin gyi / / "
"427320","TD4065E.TXT.r_112;TD4065E.TXT.r_113"," sems 'ba' zhig tsam ni ma yin no zhes bstan par 'gyur ro // / +sems zhes bya ba ni gsung rab las sems las byung ba  dag la yang bya ste / / "
"427331","TD4065E.TXT.r_114;TD4065E.TXT.r_115;TD4065E.TXT.r_116"," 'di ltar sems btul na legs zhes byung ste / / +sems las byung ba yang mi btul ba ma yin no // / +de skad du / / "
"427339","TD4065E.TXT.r_117;TD4065E.TXT.r_118;TD4065E.TXT.r_119"," 'jig rten 'di ni sems kyis khrid // / +ces gsungs te / / +tshor ba dang sred pa la sogs pa sems las byung ba rnams kyis khrid pa yang yin no // / "
"427348","TD4065E.TXT.r_120"," gal te sems las byung ba dag kyang khas len na ci'i phyir tsam zhes bya ba smos snyam du dogs pa de la / / "
"427359","TD4065E.TXT.r_121;TD4065E.TXT.r_122"," tsam zhes bya ba smos pa ni zhes bya ba la sogs pa smos te / / +tsam zhes bya ba smos pa gang yin pa de ni rnam par shes pa las ma gtogs pa'i don dgag pa'i phyir smos kyi / / "
"427376","TD4065E.TXT.r_123;TD4065E.TXT.r_124"," sems las  byung ba rnams kyang dgag pa ma yin no // / +don dgag pa'i phyir ro zhes bya ba ni rnam par shes pa las ma gtogs pa gzung ba dang 'dzin pa'i mtshan nyid kyi don dgag pa'i phyir ro zhes bya ba'i tha tshig go // / "
"427394","TD4065E.TXT.r_125;TD4065E.TXT.r_126"," de ni 'di skad du rnam par shes pa las ma gtogs pa gzung ba gang yang med la / / +gang gis rnam par shes pa de la 'dzin pa'i 'dzin pa yang med do zhes bstan par 'gyur ro // / "
"427409","TD4065E.TXT.r_127"," gal te gzung ba dang 'dzin pa'i mtshan nyid kyi don med na 'o na sngon po la sogs par snang ba 'di ci zhig / / "
"427419","TD4065E.TXT.r_128"," gang gis snang snyam du dogs pa de la rnam par shes pa 'di nyid du snang zhes bya ba la sogs pa  smos so // / "
"427431","TD4065E.TXT.r_129"," spros pa'i bag chags yongs su smin pa'i dbang gis rnam par shes pa nyid sngon po la sogs pa'i don gyi rnam par 'byung ngo // / ","0.028#TD4070E.TXT.r#2804807#2804807#TD4070E.TXT.r_372# de bas na SPROS PA'I BAG CHAGS YONGS SU SMIN PA'I DBANG GIS RNAM PAR SHES PA NYID gzugs LA SOGS PA'I DON GYI RNAM PAR 'BYUNG STE / / "
"427443","TD4065E.TXT.r_130"," de lta bur gyur pa byung ba de la srog chags logs shig na yod pa'i don zhig mthong ngo snyam du mngon pa'i nga rgyal du gyur to // / "
"427456","TD4065E.TXT.r_131"," 'di ltar sngon po la  sogs pa'i rnam pa de snang ba na nam mkha'i khams dang lhan cig tu snang ngo // / "
"427465","TD4065E.TXT.r_132"," nam mkha'i khams de snang ba na sngon po la sogs pa'i rnam par shes pa dang de las ris su chad pa lta bur snang bar byed do // / ","0.0#TD4065E.TXT.r#427503#427506#TD4065E.TXT.r_135# de bzhin DU RNAM PAR SHES PA LA nam mkha'i khams  snang ba na YANG RIS SU CHAD PA LTA BUR SNGON PO LA SOGS PA'I RNAM PAR SNANG BAR BYED DO // / "
"427476","TD4065E.TXT.r_133"," dper na me long gi ngos la zla ba'i gzugs brnyan 'byung ba na  nam mkha'i khams gzugs brnyan dang lhan cig tu 'byung ngo // / ","0.024#TD4039E.TXT.r#1820346#1820346#TD4039E.TXT.r_655;TD4039E.TXT.r_656# gal te rnam par brtags pa'i bdag tu lta ba la brten nas nga'o snyam pa'i nga rgyal skyed na ni de lta bu des rang gi lus dang gzhan gyi lus la bdag tu mthong nas bdag tu lta ba rnam pa gnyis la brten nas skyed par byed de / / +dper na bzhin  la brten nas yongs su dag PA'I ME LONG GI NGOS LA GZUGS brnyan skye bar 'gyur la / / "
"427487","TD4065E.TXT.r_134"," nam mkha'i khams de der gzugs brnyan du gyur pa na zla ba'i dkyil 'khor de me long gi ngos de las ris su chad de khron pa'i nang du lhung ba bzhin du snang bar byed do // / "
"427503","TD4065E.TXT.r_135"," de bzhin du rnam par shes pa la nam mkha'i khams  snang ba na yang ris su chad pa lta bur sngon po la sogs pa'i rnam par snang bar byed do // / ","0.0#TD4065E.TXT.r#427465#427466#TD4065E.TXT.r_132# nam mkha'i khams de snang ba NA SNGON PO LA SOGS PA'I RNAM PAR SHES PA DANG de LAS RIS SU CHAD PA LTA BUR SNANG BAR BYED DO // / "
"427515","TD4065E.TXT.r_136"," sngon po la sogs pa'i rnam pa ris su chad pa lta bu de la brten nas srog chags rnams phyi rol gyi don zhig mthong ba snyam du mngon pa'i nga rgyal byed do // / "
"427532","TD4065E.TXT.r_137;TD4065E.TXT.r_138"," 'dir dpe bstan pa'i phyir / / +dper na rab rib can  rnams kyis zhes bya ba la sogs pa smos te / / ","0.013#TD4065E.TXT.r#427851#427854#TD4065E.TXT.r_173;TD4065E.TXT.r_174;TD4065E.TXT.r_175# 'dir DPE BSTAN PA'I PHYIR / / +ji ltar rab rib CAN ZHES BYA BA LA SOGS PA SMOS SO // / "
"427542","TD4065E.TXT.r_139"," dper na rab rib kyis nyams pa'i mig can rnams kyis shes pa skra dang sha sbrang dang sbrang bu la sogs pa'i rnam par 'byung ste / / "
