
"1130","TD4080E.TXT.r_116;TD4080E.TXT.r_117"," sems can de rnams  kun la mnyam pa'i sems dang  phan pa'i sems dang  gnod sems med pa'i sems dang  byams pa'i sems dang  mi smod pa'i sems dang  pha dang ma'i sems dang  bu dang bu mo'i sems dang  mdza' bshes kyi sems dang   snag gi gnyen mtshams kyi sems su bya ba ste / / +rang gi srog las kyang lhag pa'i byams pa dang por bya zhing / / "
"113","TD4080E.TXT.r_16;TD4080E.TXT.r_17;TD4080E.TXT.r_18"," bde 'gro ni lha dang mi dang lha ma  yin gyi 'gro ba rnams so // / +bde ba ni yid du 'ong ba nyams su myong ba'o // / +de thob par byed pa'i rgyu ni dge ba'i chos te / / "
"1140","TD4080E.TXT.r_117;TD4080E.TXT.r_118"," rang gi srog las kyang lhag pa'i byams pa dang por bya zhing / / +sems can de rnams kun 'khor ba las bsgral zhing / / "
"114","TD4080E.TXT.r_16;TD4080E.TXT.r_17;TD4080E.TXT.r_18"," bde 'gro ni lha dang mi dang lha ma  yin gyi 'gro ba rnams so // / +bde ba ni yid du 'ong ba nyams su myong ba'o // / +de thob par byed pa'i rgyu ni dge ba'i chos te / / "
"1150","TD4080E.TXT.r_119;TD4080E.TXT.r_120"," sangs rgyas nyid la rab tu gzhag par bya ste / / +yang dag par rdzogs pa'i sangs  rgyas su gyur cig ces byang chub kyi sems bskyed par bya zhing / / "
"115","TD4080E.TXT.r_16;TD4080E.TXT.r_17;TD4080E.TXT.r_18"," bde 'gro ni lha dang mi dang lha ma  yin gyi 'gro ba rnams so // / +bde ba ni yid du 'ong ba nyams su myong ba'o // / +de thob par byed pa'i rgyu ni dge ba'i chos te / / "
"1160","TD4080E.TXT.r_120;TD4080E.TXT.r_121"," yang dag par rdzogs pa'i sangs  rgyas su gyur cig ces byang chub kyi sems bskyed par bya zhing / / +dkon mchog gsum la skyabs su song zhing / / "
"1168","TD4080E.TXT.r_122"," mi dge ba bcu la sogs pa'i nyes pas spyod pa mtha' dag las log cing / / "
"116","TD4080E.TXT.r_16;TD4080E.TXT.r_17;TD4080E.TXT.r_18;TD4080E.TXT.r_19"," bde 'gro ni lha dang mi dang lha ma  yin gyi 'gro ba rnams so // / +bde ba ni yid du 'ong ba nyams su myong ba'o // / +de thob par byed pa'i rgyu ni dge ba'i chos te / / +srog gcod pa spong ba dang  ma byin par len pa spong ba dang  'dod pas log par gyem pa spyod pa spong ba dang  brdzun du smra ba spong ba dang  dbyen byed pa spong ba dang  tshig     // / "
"1170","TD4080E.TXT.r_122;TD4080E.TXT.r_123"," mi dge ba bcu la sogs pa'i nyes pas spyod pa mtha' dag las log cing / / +sbyin pa la sogs pa'i pha rol tu phyin pa bcu la goms par  bya zhing / / "
"117","TD4080E.TXT.r_17;TD4080E.TXT.r_18;TD4080E.TXT.r_19"," bde ba ni yid du 'ong ba nyams su myong ba'o // / +de thob par byed pa'i rgyu ni dge ba'i chos te / / +srog gcod pa spong ba dang  ma byin par len pa spong ba dang  'dod pas log par gyem pa spyod pa spong ba dang  brdzun du smra ba spong ba dang  dbyen byed pa spong ba dang  tshig     // / "
"1180","TD4080E.TXT.r_123;TD4080E.TXT.r_124"," sbyin pa la sogs pa'i pha rol tu phyin pa bcu la goms par  bya zhing / / +bsod nams dang ye shes kyi tshogs mtha' dag gi rgya mtsho'i pha rol tu phyin pa / / "
"1189","TD4080E.TXT.r_125"," chos dang longs spyod rdzogs pa dang sprul pa'i sku gsum gyi bdag nyid kyi de bzhin gshegs par gyur nas / / "
"118","TD4080E.TXT.r_17;TD4080E.TXT.r_18;TD4080E.TXT.r_19"," bde ba ni yid du 'ong ba nyams su myong ba'o // / +de thob par byed pa'i rgyu ni dge ba'i chos te / / +srog gcod pa spong ba dang  ma byin par len pa spong ba dang  'dod pas log par gyem pa spyod pa spong ba dang  brdzun du smra ba spong ba dang  dbyen byed pa spong ba dang  tshig     // / "
"1190","TD4080E.TXT.r_125"," chos dang longs spyod rdzogs pa dang sprul pa'i sku gsum gyi bdag nyid kyi de bzhin gshegs par gyur nas / / "
"119","TD4080E.TXT.r_17;TD4080E.TXT.r_18;TD4080E.TXT.r_19"," bde ba ni yid du 'ong ba nyams su myong ba'o // / +de thob par byed pa'i rgyu ni dge ba'i chos te / / +srog gcod pa spong ba dang  ma byin par len pa spong ba dang  'dod pas log par gyem pa spyod pa spong ba dang  brdzun du smra ba spong ba dang  dbyen byed pa spong ba dang  tshig     // / "
"11","TD4080E.TXT.r_4;TD4080E.TXT.r_5"," dge ba'i sdong po zhes bya ba'i rab tu byed pa / / +'jam dpal gzhon nur gyur pa la phyag 'tshal lo // / "
