
"0","",""
"320299","TD4009E.TXT.r_26"," brda'i sdom pa la gnas pa'i rnam pa dang  don dam pa'i sdom pa la gnas pa'i rnam pa dang  de bzhin gshegs pas 'dul ba'i thabs kyi rnam pa dang  ldem po dag tu smras pa'i rnam pa dang  byang chub sems dpa'i sde snod gdams ngag la mos pa'i legs pa'i rnam pa ste / / ","0.019#TD4018E.TXT.r#3062062#3062063#TD4018E.TXT.r_7554# 'on te rnam par shes pa la rnam pa med pa 'di ni sngon po'i myong ba yin gyi ser po'i ma yin no zhes rnam pa med pa'i shes pas myong ba'i rnam pa med pas ji ltar na rung / / ","0.022#TD4070E.TXT.r#2804649#2804649#TD4070E.TXT.r_350;TD4070E.TXT.r_351# bum pa dang rdza MA LA SOGS PA'I RNAM PA yin pas / / +phra mo'i rnam pa ni RAGS PA'I RNAM PA SHES pa'i yul du mi rung ste ha cang thal bar 'gyur ro // / ","0.022#TD4036E.TXT.r#57462#57465#TD4036E.TXT.r_8536;TD4036E.TXT.r_8537;TD4036E.TXT.r_8538# rnam pa bzhi po 'di lta ste / / +'gog pa'i rnam pa dang  zhi ba'i rnam pa dang  gya NOM PA'I RNAM PA DANG  nges par 'byung ba'i     // / ","0.024#TD4018E.TXT.r#3027137#3027137#TD4018E.TXT.r_3090# kun gzhi rnam par shes pa'i gzung ba'i rnam pa dang 'jug pa'i rnam par shes pa'i 'dzin pa'i rnam pa ni thams cad la chud pa'i rang bzhin tha mi dad pa yod pas na thams cad mkhyen pa'i tshad ma kun tu brtags pa kun gzhi la yod do // / ","0.025#TD4035E.TXT.r#197762#197764#TD4035E.TXT.r_12735;TD4035E.TXT.r_12736# tshe 'di'i skye mched drug po la brten te skyes pa'i tshor ba'i rnam pa     // / +bde bar tshor ba dang  tshor ba'i rnam pa mi bde bar tshor ba'am / / ","0.025#TD4035E.TXT.r#197776#197776#TD4035E.TXT.r_12737# tshe phyi ma'i nyon mongs par gtogs pa'i legs par spyod pa dang  nyes par spyod pa la brten te skyes pa'i tshor ba'i rnam pa bde bar tshor ba dang  tshor ba'i rnam pa mi bde bar tshor ba'o // / ","0.027#TD4006E.TXT.r#1085235#1085235#TD4006E.TXT.r_116;TD4006E.TXT.r_117;TD4006E.TXT.r_118# gyul las shin tu rnam par rgyal ba ni dgra bo'i tshogs te bdud bzhi las rgyal ba'o // / +rnam pa ni bye brag ste thams cad las rgyal ba'o // / +rnam par gnon pas gshegs pa'i dpal ni gnod pa bcom pa'i stobs kyis 'jig  rten gyi khams thams cad du gdul bya ji lta ba bzhin du don mdzad pa'o // / ","0.027#TD4018E.TXT.r#3052330#3052331#TD4018E.TXT.r_6261# gzhan gyi dbang gi rnam pa de ltar  gsal ba la brtags pa'i mtshan nyid rnam pa de lta bur mngon par chags par byed pa'i sgyu ma'i gnas sna tshogs mthong ba bzhin no zhes te / / ","0.027#TD4038.1E.TXT.r#2772563#2772563#TD4038.1E.TXT.r_9982# snying rje'i dbang du byas nas sems can gyi don bya ba'i thabs kyis yongs su zin pa'i rnam pa bla na med pa'i  go 'phang gnon pa'i rgyur gyur pa'i yid la byed pa / / ","0.028#TD4043E.TXT.r#369602#369602#TD4043E.TXT.r_1822;TD4043E.TXT.r_1823# de nyid la reg pas rig pa gang yin pa ni sdug pa dang mi sdug pa dang gnyi ga las bzlog pa'i mtshan nyid do zhes bya ba la / / +yul sdug pa la sogs par 'dzin pa'i rnam pa ni reg pa'i rang gi  mtshan nyid yin no // / ","0.029#TD4092.2E.TXT.r#2593005#2593005#TD4092.2E.TXT.r_7155# de yang bor te 'dod pa na spyod pa'i    'gog pa dang  kun 'byung ba'i bden pa dag la de kho na bzhin du rang gi rnam pa 'bri ba'i rim pas rnam pa gtod pa dang dor bar byas nas 'dod pa na spyod pa'i sdug bsngal gyi bden pa la rnam pa bzhis rnam par gtod par byed do // / ","0.029#TD4036E.TXT.r#57479#57479#TD4036E.TXT.r_8540# lam gyi rnam pa dang  RIGS PA'I RNAM PA DANG  SGRUB PA'I RNAM BA DANG  nges par 'byin pa'i rnam pas bden pa lam gyi mtshan nyid so sor rig par  byed pa ste / / ","0.029#TD4009E.TXT.r#320280#320280#TD4009E.TXT.r_25# chos la gnas pa'i tshul gyi rnam pa dang  BYANG CHUB SEMS DPA' LA gnod par  sems pa dad pa yang dag par bskyed pa'i phyir dpe'i rnam pa dang  byang chub sems dpa' yang dag par SGRUB PA LA GNAS PA'I BSLAB PA'I RNAM PA DANG  nyan thos kyi bslab pa dang  BYANG CHUB SEMS DPA'I BSLAB pa'i khyad par gyi rnam pa dang  BYANG CHUB SEMS DPA'I BSLAB pa la shin tu bslabs pa'i byang  chub sems dpa'i 'jig rten pa dang 'jig rten las 'das pa'i ye shes kyis gzhan gyi don BYA BA'I RNAM PA DANG  BYANG CHUB SEMS DPA'I SDE SNOD kyi gdams ngag de la nyan thos kyi BSLAB PA'I RNAM PA DANG  dge sbyong legs par ma BSLABS PA'I RNAM PA DANG  dge sbyong legs par bslabs pa'i rnam  pa dang ; / "
"320318","TD4009E.TXT.r_27"," bcom ldan  'das kyis byang chub sems dpa' rnams las brtsams nas theg pa chen po rnam pa bcu drug po 'di dag gis chos bstan te / / ","0.022#TD4009E.TXT.r#320207#320208#TD4009E.TXT.r_19# de la bcom  LDAN 'DAS KYIS BYANG CHUB SEMS DPA' RNAMS LAS BRTSAMS NAS THEG PA CHEN POR RNAM PA BCU DRUG GIS CHOS BSTAN TE / / "
"320331","TD4009E.TXT.r_28;TD4009E.TXT.r_29"," rnam pa 'di dag thams cad kyang chos kyi rnam grangs 'di la snang ngo // / +de bas na theg pa chen po las gsungs pa'i chos dkon mchog gi rnam pa thams cad bsdus pa'i phyir dkon  mchog brtsegs pa zhes bya'o // / "
"320351","TD4009E.TXT.r_30;TD4009E.TXT.r_31"," smras pa / / +ji ltar na theg pa chen po las gsungs pa'i rnam pa de dag thams cad mdo sde 'dir bsdus / / "
"320363","TD4009E.TXT.r_33"," chos bzhi po 'di dag ni byang chub sems dpa'i shes rab yongs su nyams par 'gyur ro zhes bya ba nas / / "
"320372","TD4009E.TXT.r_34"," brtsams te nag po'i phyogs su bsdus pa'i bzhi  pa phrag brgyad po dag ni log par sgrub pa'i rnam par bsdu bar rig par bya'o // / ","0.027#TD4038.2E.TXT.r#3125246#3125246#TD4038.2E.TXT.r_4687;TD4038.2E.TXT.r_4688# ma brjod pa dang  brjod pa dang  rnam par byang ba'i skyon yongs su ston pas de la mos pa dang  sgrub pa rnam par rmongs par byed pa dang  chos  smra ba'i gang zag rnams la gsang ba'i gnas rnam par dbye ba'i phyir rnam par rmongs par byed pa'o // / +byang chub sems dpa'i dkar po'i chos yongs su gtugs par 'gyur ba'i chos kyang bzhi ste / / ","0.028#TD4025E.TXT.r#2177419#2177419#TD4025E.TXT.r_1727# 'phags    pa'i gang zag sleb pa'i rgyud la yod pa ji ltar mthong ba'i 'jig rten las 'das pa'i chos sgom pa'i shes pas gzhom par bya ba gang yin pa de dag bsgom pas spang bar bya bzhes bya ba'o // / ","0.028#TD4036E.TXT.r#33657#33657#TD4036E.TXT.r_5146;TD4036E.TXT.r_5147# bying ba'i mtshan ma dang  rgod pa'i mtshan ma  dang ; / +chags pa'i mtshan ma dang  rnam par gyeng ba'i mtshan ma'o // / ","0.028#TD4051E.TXT.r#1245971#1245971#TD4051E.TXT.r_1885;TD4051E.TXT.r_1886# gzugs la ji ltar bar rnam par shes pa'i bar du yang de bzhin du blta bar bya'o // / +de la  dngos po med pa'i mtshan ma'i rnam par gyeng ba'i rnam par rtog pa'i gnyen por bka' stsal pa / / ","0.029#TD4047E.TXT.r#1154568#1154568#TD4047E.TXT.r_4919;TD4047E.TXT.r_4920# 'jug par sla ba'i chos ston pa ni ji ltar 'byung ba'i dngos po'i chos ston pa'o // / +thabs sla bas 'jug pa'i chos ni rtogs pa'i  chos ji lta ba bzhin du ston pa ste / / ","0.029#TD4049E.TXT.r#2303345#2303345#TD4049E.TXT.r_2741;TD4049E.TXT.r_2742;TD4049E.TXT.r_2743# chos sems pa'am / / +zhugs pa'i chos la gnas pa'am / / +snyoms par 'jug pa'i khyad par gyi lam gang yin pa'o // / "
"320383","TD4009E.TXT.r_35;TD4009E.TXT.r_36"," chos bzhi po dag ni shes rab chen por 'gyur ba'o zhes bya ba nas brtsams te / / +dkar po'i phyogs kyi chos su bsdus pa bzhi ba phrag brgyad po dag ni / / ","0.022#TD4094.1E.TXT.r#1755358#1755360#TD4094.1E.TXT.r_7082# rnam par rmongs shing srid pa'i gyo ba dang bcas shing gnas par rig par BYA'O ZHES BYA BA NAS phyi ma'i mthar rtog pa mthong ba'i chos la mya ngan las 'das pa'o zhes mngon par smra bas mngon par smra ste 'di lta ste dngos po lnga rnams la'o // / ","0.027#TD4032E.TXT.r#1928894#1928894#TD4032E.TXT.r_1467;TD4032E.TXT.r_1468# gzugs la sogs pa nas chos la thug pa'i bar du'o // / +de dag la yul gyi dngos por bza' bar bya bas  na bza' ba ste / / ","0.027#TD4038.2E.TXT.r#3125246#3125246#TD4038.2E.TXT.r_4687;TD4038.2E.TXT.r_4688# ma brjod pa dang  brjod pa dang  rnam par byang ba'i skyon yongs su ston pas de la mos pa dang  sgrub pa rnam par rmongs par byed pa dang  chos  smra ba'i gang zag rnams la gsang ba'i gnas rnam par dbye ba'i phyir rnam par rmongs par byed pa'o // / +byang chub sems dpa'i dkar po'i chos yongs su gtugs par 'gyur ba'i chos kyang bzhi ste / / ","0.028#TD4025E.TXT.r#2177419#2177419#TD4025E.TXT.r_1727# 'phags    pa'i gang zag sleb pa'i rgyud la yod pa ji ltar mthong ba'i 'jig rten las 'das pa'i chos sgom pa'i shes pas gzhom par bya ba gang yin pa de dag bsgom pas spang bar bya bzhes bya ba'o // / ","0.028#TD4036E.TXT.r#33657#33657#TD4036E.TXT.r_5146;TD4036E.TXT.r_5147# bying ba'i mtshan ma dang  rgod pa'i mtshan ma  dang ; / +chags pa'i mtshan ma dang  rnam par gyeng ba'i mtshan ma'o // / ","0.028#TD4051E.TXT.r#1245971#1245971#TD4051E.TXT.r_1885;TD4051E.TXT.r_1886# gzugs la ji ltar bar rnam par shes pa'i bar du yang de bzhin du blta bar bya'o // / +de la  dngos po med pa'i mtshan ma'i rnam par gyeng ba'i rnam par rtog pa'i gnyen por bka' stsal pa / / ","0.028#TD4034.2E.TXT.r#2929594#2929594#TD4034.2E.TXT.r_8588# yongs su shes par byed pa ni rnam par byang BA'O ZHES BYA BA LA yongs su shes pa'i mdo sde'i nang nas yongs su shes par bya ba'i chos dang   yongs su shes par byed pa ste rnam pa gnyis su gsungs so // / ","0.029#TD4047E.TXT.r#1219207#1219207#TD4047E.TXT.r_13877# so so yang dag par rig pa bzhis mngon par bsgrubs pas chos ston TO ZHES BYA BA NAS / / ","0.029#TD4047E.TXT.r#1154568#1154568#TD4047E.TXT.r_4919;TD4047E.TXT.r_4920# 'jug par sla ba'i chos ston pa ni ji ltar 'byung ba'i dngos po'i chos ston pa'o // / +thabs sla bas 'jug pa'i chos ni rtogs pa'i  chos ji lta ba bzhin du ston pa ste / / ","0.029#TD4049E.TXT.r#2303345#2303345#TD4049E.TXT.r_2741;TD4049E.TXT.r_2742;TD4049E.TXT.r_2743# chos sems pa'am / / +zhugs pa'i chos la gnas pa'am / / +snyoms par 'jug pa'i khyad par gyi lam gang yin pa'o // / "
"320396","TD4009E.TXT.r_37;TD4009E.TXT.r_38"," yang dag par sgrub pa'i rnam par bsdu bar rig par bya'o // / +bzhi po 'di dag ni    byang chub sems dpa'i gter chen po rnyed pa'o zhes bya ba nas brtsams te / / "
"320409","TD4009E.TXT.r_39"," bzhi pa phrag bzhi po dag ni yang dag par sgrub pa'i legs pa'i rnam par bsdu bar rig par bya ste / / "
"320417","TD4009E.TXT.r_40"," de ltar bzhi phrag nyi shu po de dag gis ni kun nas nyon mongs pa dang  rnam par byang ba dang  legs par bsdu bar yongs  su bstan pa yin no // / "
"320429","TD4009E.TXT.r_41"," 'od srungs byang chub sems dpa' ni ming tsam gyis byang chub sems dpa' zhes mi bya ste zhes bya ba nas brtsams te / / "
"320440","TD4009E.TXT.r_42;TD4009E.TXT.r_43"," chos sum cu rtsa gnyis po dag ni tshul khrims kyi rnam par gzhag par rig par bya'o // / +'od srungs khyod la dper bya ba bstan to zhes bya ba nas brtsams te / / "
"320456","TD4009E.TXT.r_44;TD4009E.TXT.r_45;TD4009E.TXT.r_46"," dpe bcu  dgu po dag ni / / +dpe'i rnam par bsdu bar rig par bya'o // / +'od srungs de bas na byang chub sems dpa'i dkon mchog brtsegs pa chen po'i chos kyi rnam grangs 'di la slob par 'dod pas zhes bya ba nas brtsams te / / "
"320476","TD4009E.TXT.r_47;TD4009E.TXT.r_48"," yang dag par sgrub pa la gnas pa'i bslab pa'i rnam par bsdu bar rig par bya'o // / +'od srungs  'di lta ste / / ","0.0#TD4009E.TXT.r#320604#320611#TD4009E.TXT.r_63;TD4009E.TXT.r_64# don dam pa'i SDOM PA LA GNAS PA'I RNAM PAR BSDU BAR RIG PAR BYA'O // / +de nas bcom ldan 'das la tshe dang ldan pa 'od srungs chen pos 'di skad ces gsol to // / ","0.017#TD4009E.TXT.r#320515#320515#TD4009E.TXT.r_53# 'jig rten pa dang 'jig rten las 'das pa'i ye shes kyis gzhan gyi don BYA BA'I RNAM PAR BSDU BAR RIG PAR BYA'O // / ","0.023#TD4009E.TXT.r#320599#320603#TD4009E.TXT.r_62;TD4009E.TXT.r_63;TD4009E.TXT.r_64# ba med pa zhes bya ba nas brtsams te / / +don dam pa'i SDOM PA LA GNAS PA'I RNAM PAR BSDU BAR RIG PAR BYA'O // / "
"320485","TD4009E.TXT.r_49"," dper na nam mkha' las sa bon rnams mi 'byung ngo zhes bya ba nas brtsams te / / ","0.024#TD4009E.TXT.r#327493#327496#TD4009E.TXT.r_1083;TD4009E.TXT.r_1084;TD4009E.TXT.r_1085# dper na bcom ldan 'das  kyis kyang / / +'od srungs 'di lta ste / / +dper NA NAM MKHA' LAS SA BON RNAMS MI 'KHRUNG NGO ZHES BYA BA RGYA cher gsungs pa lta bu'o // / ","0.026#TD4009E.TXT.r#333121#333121#TD4009E.TXT.r_1756;TD4009E.TXT.r_1757# 'di lta ste / / +dper NA NAM MKHA' LAS SA BON RNAMS MI 'KHRUNG NGO ZHES BYA BA DANG  lud kyis gang ba'i SA LAS SA BON RNAMS 'khrung ngo zhes bya ba'i dpe  gnyis kyis de ston to // / "
"320494","TD4009E.TXT.r_50"," nyan thos kyi bslab pa dang byang chub sems dpa'i bslab pa'i khyad par gyi rnam par bsdu bar rig par bya'o // / ","0.018#TD4009E.TXT.r#320262#320264#TD4009E.TXT.r_25# chos la gnas pa'i tshul gyi rnam pa dang  BYANG CHUB SEMS DPA' LA gnod par  sems pa dad pa yang dag par bskyed pa'i phyir dpe'i rnam pa dang  byang chub sems dpa' yang dag par sgrub pa la gnas pa'i bslab pa'i rnam pa dang  NYAN THOS KYI BSLAB PA DANG  BYANG CHUB SEMS DPA'I BSLAB PA'I KHYAD PAR GYI RNAM PA dang  BYANG CHUB SEMS DPA'I BSLAB PA la shin tu bslabs pa'i byang  chub sems dpa'i 'jig rten pa dang 'jig rten las 'das pa'i ye shes kyis gzhan gyi don bya ba'i rnam pa dang  BYANG CHUB SEMS DPA'I SDE snod kyi gdams ngag de la NYAN THOS KYI BSLAB PA'I rnam pa dang  dge sbyong legs par ma bslabs pa'i rnam pa dang  dge sbyong legs par bslabs pa'i rnam  pa dang ; / "
"320503","TD4009E.TXT.r_51"," de nas bcom ldan 'das kyis yang tshe dang ldan pa 'od srungs chen po la bka' stsal ba / / ","0.0#TD4009E.TXT.r#320662#320669#TD4009E.TXT.r_70;TD4009E.TXT.r_71# ldem  po'i ngag tu smras pa'i rnam par bsdu bar rig par bya'o // / +de NAS BCOM LDAN 'DAS LA TSHE DANG LDAN PA 'OD SRUNGS CHEN POS 'di skad ces gsol te / / ","0.0#TD4009E.TXT.r#343265#343277#TD4009E.TXT.r_3051;TD4009E.TXT.r_3052;TD4009E.TXT.r_3053# ma rtog pa na dad pas chos la mi mos pa dang  ma mos na shes rab kyis don mi rtogs pa'o // / +de NAS BCOM LDAN 'DAS LA TSHE DANG LDAN PA 'OD SRUNGS CHEN POS 'di skad ces gsol to // / ","0.0#TD4009E.TXT.r#347548#347552#TD4009E.TXT.r_3722;TD4009E.TXT.r_3723# 'di ni slob pa dang mi slob pa thob par byed pa so so'i skye bo yongs su ma smin pa rnams slob par 'dod pa dang  yongs su smin pa rnams  mi slob pa thob par byed pa'o // / +de NAS BCOM LDAN 'DAS LA TSHE DANG LDAN PA 'OD SRUNGS CHEN POS 'di skad ces gsol to // / ","0.025#TD4009E.TXT.r#321096#321096#TD4009E.TXT.r_126;TD4009E.TXT.r_127# de ltar de'i gnyen po'i phyir ro // / +de NAS BCOM LDAN 'DAS KYIS TSHE DANG LDAN PA 'OD SRUNGS CHEN PO LA BKA' STSAL PA zhes  bya ba ci'i phyir BCOM LDAN 'DAS KYIS 'OD SRUNGS CHEN PO las brtsams te chos ston la byang chub sems dpa' rnams la ma yin zhe na / / "
"320511","TD4009E.TXT.r_52;TD4009E.TXT.r_53"," zhes bya ba nas brtsams  te ; / +'jig rten pa dang 'jig rten las 'das pa'i ye shes kyis gzhan gyi don bya ba'i rnam par bsdu bar rig par bya'o // / ","0.017#TD4009E.TXT.r#320476#320477#TD4009E.TXT.r_47;TD4009E.TXT.r_48# yang dag par sgrub pa la gnas pa'i BSLAB PA'I RNAM PAR BSDU BAR RIG PAR BYA'O // / "
"320521","TD4009E.TXT.r_54;TD4009E.TXT.r_55"," 'od srungs nang du yongs su tshol cig / / +phyi rol du ma rgyu gcig ces bya ba nas brtsams te / / "
"320533","TD4009E.TXT.r_56"," byang chub sems dpa'i sde snod kyi gdams ngag de la nyan thos kyi bslab pa'i rnam par bsdu  bar rig par bya'o // / "
"320543","TD4009E.TXT.r_57"," 'od srungs dge sbyong dge sbyong zhes bya ba 'od srungs ji tsam gyis ni / / ","0.0#TD4009E.TXT.r#339206#339211#TD4009E.TXT.r_2535;TD4009E.TXT.r_2536# gnyis pa ni sred par rig par bya'o // / +'od SRUNGS DGE SBYONG DGE SBYONG ZHES BYA BA 'OD SRUNGS CI TSAM GYIS NA DGE SBYONG DGE SBYONG ZHES BYA ZHE na / / "
"320552","TD4009E.TXT.r_58"," dge sbyong ni bzhi po 'di dag go zhes bya ba la dge sbyong gong ma gsum po ni dge sbyong legs par ma bslabs pa'i rnam par bsdu bar rig par bya'o // / "
"320565","TD4009E.TXT.r_59"," bzhi pa ni dge sbyong legs par bslabs pa'i rnam par bsdu bar rig par  bya'o ; / / "
"320573","TD4009E.TXT.r_60"," 'od srungs bzhi po 'di dag ni ngang tshul ngan pa can tshul khrims dang ldan pa 'dra ba ma yin te zhes bya ba tshul khrims dang ldan pa 'dra ba bzhi po dag ni brda'i sdom pa la gnas pa'i rnam par bsdu bar rig par bya'o // / ","0.0#TD4009E.TXT.r#340224#340228#TD4009E.TXT.r_2669;TD4009E.TXT.r_2670# tshul khrims kyis de mngon pa'i nga rgyal byed pa las brtsams NAS TSHUL KHRIMS DANG LDAN PA 'DRA BA BZHI STON to // / +'od SRUNGS BZHI PO 'DI DAG NI NGANG TSHUL NGAN PA CAN TSHUL KHRIMS  DANG LDAN PA 'DRA BA YIN te / / ","0.018#TD4009E.TXT.r#342157#342159#TD4009E.TXT.r_2896# gzhan yang 'di la dge slong kha cig byams pa la GNAS PA YIN TE ZHES BYA BA NAS 'DI NGANG TSHUL NGAN pa  CAN TSHUL KHRIMS DANG LDAN PA 'DRA BA GSUM pa'o zhes bya ba'i bar dag ste / / ","0.024#TD4009E.TXT.r#342111#342111#TD4009E.TXT.r_2892# NGANG TSHUL NGAN PA CAN TSHUL KHRIMS DANG LDAN PA 'DRA BA GNYIS pa'o zhes bya ba la sogs pa'i bar dag go // / "
"320592","TD4009E.TXT.r_61;TD4009E.TXT.r_62"," 'od srungs tshul khrims zhes bya ba ni gang la bdag med pa dang  bdag gi     // / +ba med pa zhes bya ba nas brtsams te / / "
