
"0","",""
"756948","TD4079E.TXT.r_52;TD4079E.TXT.r_53"," bsams pa las byung ba'i shes rab bo // / +'dir mdor bsdus na de kho na nyid rnam pa gnyis su chos rnams shes par bya ste / / "
"756957","TD4079E.TXT.r_54"," 'di dag ni  'di rnyed do zhes ji snyed yod par gyur pa dang  'di dag ni 'di lta bu kho na'o zhes ji lta bu bzhin du gyur pa'o // / "
"756968","TD4079E.TXT.r_55;TD4079E.TXT.r_56"," de gnyis rim pa ji lta ba bzhin du brjod par bya ste / / +bcom ldan 'das kyis bram ze thams cad thams cad ces bya ba ni / / "
"756978","TD4079E.TXT.r_57"," phung po lnga dang  skye mched bcu gnyis dang  khams bcva brgyad po ji snyed po 'di dag go zhes gsungs te / / ","0.0#TD4019E.TXT.r#2411613#2411613#TD4019E.TXT.r_540# rnam pa gcig tu na yang dag par rdzogs pa ni PHUNG PO LNGA DANG SKYE MCHED BCU    GNYIS DANG KHAMS BCVA BRGYAD CES pa ste / / ","0.0#TD4079E.TXT.r#757095#757097#TD4079E.TXT.r_71# de dag ni khams bcva brgyad dang  SKYE MCHED BCU GNYIS DANG  phung po lnga zhes bya ste ji snyed yod par gyur pa'i thos pa las byung ba'i shes rab bo // / ","0.0#TD4079E.TXT.r#757285#757289#TD4079E.TXT.r_98;TD4079E.TXT.r_99# de bas na thams cad ces bya ba ni 'di lta ste / / +phung po lnga dang  SKYE MCHED BCU GNYIS DANG  KHAMS BCVA BRGYAD PO 'DI dag nyid kho na tsam ste / / ","1.788#TD4016.2E.TXT.r#2366727#2366730#TD4016.2E.TXT.r_6590# de la  thams cad ces bya ba ni phung po lnga dang  SKYE MCHED BCU GNYIS DANG  khams bco brgyad de / / ","0.018#TD4016.1E.TXT.r#493044#493044#TD4016.1E.TXT.r_5783# sems can zhes bya ba ni phung po lnga dang  skye mched  bcu gnyis dang  khams bco brgyad dang  khams drug dang  rten cing 'brel par 'byung ba'i yan lag bcu gnyis la sogs pa chos mang po bskyed pa'i phyir sems can zhes bya'o zhes 'byung ste / / ","0.018#TD4016.2E.TXT.r#2375058#2375058#TD4016.2E.TXT.r_7662# phung po lnga dang  SKYE MCHED BCU GNYIS DANG  khams bco brgyad de  gzugs can dang  gzugs can ma yin pa dang  bstan du yod pa dang  bstan du med pa dang  thogs pa dang bcas pa dang  thogs pa med pa dang  zag pa dang bcas pa dang  zag pa med pa dang  'dus byas dang  'dus ma byas gang yin pa'o // / ","0.018#TD4016.2E.TXT.r#2375355#2375355#TD4016.2E.TXT.r_7704# phung po lnga dang  SKYE MCHED BCU GNYIS DANG  khams bco brgyad dang  bden pa bzhi dang  rten cing 'brel bar 'byung ba'i yan lag bcu gnyis dang  'dus byas dang 'dus ma byas la sogs pa'i chos  thams cad rang bzhin gyi ngo bo nyid do zhes ming bkod par zad kyi rnam par bshad pa ni med do // / ","0.018#TD4016.2E.TXT.r#2375790#2375790#TD4016.2E.TXT.r_7757# phung po lnga dang  khams bco brgyad dang  SKYE MCHED BCU GNYIS TE / / ","0.018#TD4016.2E.TXT.r#2375820#2375822#TD4016.2E.TXT.r_7760;TD4016.2E.TXT.r_7761# chos thams cad stong pa nyid ces bya ba la / / +chos thams cad ni phung po lnga dang  SKYE MCHED BCU GNYIS DANG  khams bco brgyad la sogs pa'o zhes 'byung ste / / ","0.018#TD4067E.TXT.r#1096447#1096447#TD4067E.TXT.r_1692# de ltar phung po lnga po  DAG SKYE MCHED BCU GNYIS DANG  khams bco brgyad du bstan pa yin no // / ","0.018#TD4072E.TXT.r#2099669#2099669#TD4072E.TXT.r_1057# phung po lnga dang  SKYE MCHED BCU GNYIS DANG  khams bco brgyad ces bya ba 'di dag ni rnal 'byor gyi sa dang po  yin te // / ","0.018#TD4090.1E.TXT.r#1597375#1597375#TD4090.1E.TXT.r_470# de ltar na 'dir phung po lnga dang  skye mched bcu  gnyis dang  khams bco brgyad du bstan par 'gyur te / / ","0.018#TD4091E.TXT.r#696505#696505#TD4091E.TXT.r_269# de ltar na 'dir phung po lnga dang  SKYE MCHED BCU GNYIS DAG dang  khams bco brgyad dag tu rnam par bstan par 'gyur te / / ","0.018#TD4095E.TXT.r#64493#64493#TD4095E.TXT.r_296# de ltar na phung po lnga dang  skye mched bcu  gnyis dang  khams bco brgyad bstan par 'gyur te / / "
"756989","TD4079E.TXT.r_58"," de la  gzugs dang  sgra dang  dri dang  ro dang  reg bya dang  chos de yul gyi khams drug po 'di dag ni gzugs kyi khams nas chos kyi khams kyi bar dag yin no // / "
"757004","TD4079E.TXT.r_59"," mig dang  rna ba dang  sna dang  lce dang  lus dang  yid de dbang po'i khams drug ni mig gi khams nas yid kyi khams kyi bar dag yin no // / ","2.384#TD4054E.TXT.r#992883#992885#TD4054E.TXT.r_200;TD4054E.TXT.r_201# mig gi khams ji lta bar / / +rna ba dang  sna dang  lce dang  lus dang  yid kyi khams  kyang de bzhin no // / ","2.384#TD4067E.TXT.r#1096209#1096212#TD4067E.TXT.r_1667# rnam par shes pa'i khams drug po 'di dag ni  mig la sogs pa dag la brten te gzugs la sogs pa dmigs pa rnam par rig pa'o zhes bya ba ni 'di skad du mig dang  rna ba dang  sna dang  lce dang  lus dang  yid ces bya ba'i khams rnams ni mig la sogs pa'i rnam par shes pa'i khams drug gi rten yin la / / ","0.014#TD4049E.TXT.r#2295609#2295609#TD4049E.TXT.r_1502# mig gi rnam par shes pa'i khams ji lta bar rna ba dang  sna dang lce dang  lus  dang ; / ","0.014#TD4054E.TXT.r#1010311#1010311#TD4054E.TXT.r_3256;TD4054E.TXT.r_3257# mig gi rnam par shes pa'i khams ji lta bar / / +rna ba dang  sna dang  lce dang  lus dang  yid dang  yid kyi rnam par shes pa'i khams kyang de  bzhin no // / ","0.015#TD4068E.TXT.r#609097#609104#TD4068E.TXT.r_4377# MIG GI KHAMS NAS YID KYI KHAMS KYI BAR DU dbang po drug gi khams dang  mig gi rnam par shes PA'I KHAMS NAS YID KYI RNAM par shes pa'i khams kyi bar du rnam par shes pa drug gi khams bcu gnyis la nang gi zhes bya'o // / ","0.016#TD4036E.TXT.r#9475#9476#TD4036E.TXT.r_1319# de mig gis rnam par shes par bya ba'i gzugs gang dag la mig gtad par bya ba dang  rna ba dang  sna dang  lce dang  lus dang  yid  kyis rnam par shes par bya ba'i chos gang dag la yid gtad par bya ba de dag la yang gtod par byed cing / / ","0.016#TD4088E.TXT.r#2833904#2833906#TD4088E.TXT.r_1924# mig gi sdom pa ma yin pa dang  rna ba dang  sna dang  lce  dang  lus dang  yid kyi sdom pa ma yin pa'o // / ","0.017#TD4037E.TXT.r#1322261#1322262#TD4037E.TXT.r_893;TD4037E.TXT.r_894;TD4037E.TXT.r_895;TD4037E.TXT.r_896# tshor ba dang  'du shes dang  'du byed rnams dang  rnam par shes pa zhes bya ba'am / / +mig ces bya ba'am / / +rna ba dang  sna dang      // / +lce dang  lus dang  yid ces bya ba'am / / ","0.018#TD4054E.TXT.r#999362#999362#TD4054E.TXT.r_1319# mig dang mig gi khams ji lta bar rna ba dang  sna dang  lce dang  lus kyi de bzhin nyid de yang ji ltar rigs par ro // / ","0.018#TD4035E.TXT.r#157830#157830#TD4035E.TXT.r_5703;TD4035E.TXT.r_5704# mig gi rnam par shes pa ji lta bar / / +rna ba dang  sna dang  lce dang  lus dang  yid kyi rnam par shes pa rnams kyang ci rigs par blta bar bya ste / / ","0.018#TD4092.1E.TXT.r#1407843#1407843#TD4092.1E.TXT.r_894# de ltar na spyi la dmigs pa'i phyir zhes bya ba rgyas par 'byung ba ni ji ltar yid kyi rnam par shes pa MIG DANG RNA BA DANG SNA DANG LCE DANG LUS KYI rnam par shes pa'i dmigs pa dag  phyir bsdus te 'dzin par byed pas de spyi'i mtshan nyid kyi yul can du rnam par gzhag pa de bzhin du / / ","0.019#TD4066E.TXT.r#2118322#2118323#TD4066E.TXT.r_2284# mig la sogs pa la brten te zhes bya ba ni mig dang  rna ba dang  sna dang  lce dang  lus dang yid la brten te'o // / ","0.019#TD4066E.TXT.r#2118352#2118352#TD4066E.TXT.r_2289;TD4066E.TXT.r_2290# mig gi rnam par  shes pa'i khams so // / +de bzhin du rna ba dang  sna dang  lce dang  lus dang  yid la brten cing / / ","0.021#TD4067E.TXT.r#1096942#1096942#TD4067E.TXT.r_1776# mig dang  rna ba dang  sna dang  lce dang  lus dang  mig  gi rnam par shes PA'I KHAMS NAS YID KYI KHAMS KYI BAR DU'O // / ","0.021#TD4035E.TXT.r#124993#124993#TD4035E.TXT.r_27# mig gi rnam par shes pa dang  rna ba dang  sna dang  lce dang  lus dang  yid kyi rnam par  shes pa'o // / ","0.022#TD4066E.TXT.r#2119393#2119393#TD4066E.TXT.r_2424;TD4066E.TXT.r_2425# mig dang  rna ba dang  sna  dang ; / +lce dang  lus dang  YID KYI DBANG PO'I KHAMS dang  yul bzhi dang yul de'i rnam par shes pa'i khams bzhi ste / / ","0.023#TD4066E.TXT.r#2119956#2119958#TD4066E.TXT.r_2535# sems kyi khams bdun ni mig dang  rna ba dang  sna dang  lce dang  lus dang  yid kyi rnam par shes pa rnams so // / ","0.023#TD4090.1E.TXT.r#1600377#1600379#TD4090.1E.TXT.r_996;TD4090.1E.TXT.r_997# dmigs bcas sems kyi khams bdun no // / +mig dang  rna ba dang  sna dang lce dang  lus dang yid kyi rnam par shes pa'i khams rnams dang   yid kyi khams te / / ","0.023#TD4091E.TXT.r#698385#698387#TD4091E.TXT.r_621;TD4091E.TXT.r_622# dmigs bcas sems kyi khams bdun  no ; / / +mig dang  rna ba dang  sna dang  lce dang  lus dang  yid kyi rnam par shes pa'i khams dang  yid kyi khams te / / ","0.024#TD4053E.TXT.r#2971170#2971170#TD4053E.TXT.r_915# khams brgyad ces bya ba ni mig dang  rna ba dang  sna dang  lce dang  lus dang  dri dang  ro dang reg bya'i khams so // / ","0.024#TD4054E.TXT.r#1003909#1003909#TD4054E.TXT.r_2145# mig dang  rna ba dang  sna dang  lce dang  lus dang  dri dang  ro dang  reg bya'i khams so // / ","0.024#TD4079E.TXT.r#761335#761336#TD4079E.TXT.r_834# sgra dang dri dang ro dang  reg bya'i khams dang  mig dang  rna ba dang  SNA DANG LCE DANG LUS KYI khams rnams kyang rdul phra rab 'dus pa tsam yin pa'i phyir ro // / "
"757019","TD4079E.TXT.r_60"," dbang po rnams dang 'brel ba'i rnam par  shes pa'i khams drug ni mig gi rnam par shes pa'i khams nas / / ","0.015#TD4068E.TXT.r#609953#609953#TD4068E.TXT.r_4481# mig    gi khams nas yid kyi khams kyi bar du drug dang  MIG GI RNAM PAR SHES PA'I KHAMS NAS YID KYI RNAM PAR SHES PA'I KHAMS KYI bar du drug ste / / ","0.018#TD4093.1E.TXT.r#780503#780504#TD4093.1E.TXT.r_2259# de dag kyang khams rnam par gzhag PAR MIG GI RNAM PAR SHES PA'I KHAMS NAS YID KYI RNAM PAR SHES PA'I KHAMS KYI bar ro zhes bstan pa nyid de / / ","0.025#TD4032E.TXT.r#1943248#1943248#TD4032E.TXT.r_3685;TD4032E.TXT.r_3686# de dag KYANG MIG GI RNAM PAR SHES PA la sogs pa mtshungs pa rnams kyi rgyur gyur pa'i phyir khams rnams zhes bya ste / / +MIG GI RNAM PAR SHES PA'I KHAMS NAS YID KYI RNAM PAR SHES PA'I KHAMS KYI bar  dag go // / ","0.029#TD4092.1E.TXT.r#1411833#1411833#TD4092.1E.TXT.r_1324# brten pa drug  tshan rnam par gzhag PA NI MIG GI RNAM PAR SHES PA'I KHAMS NAS YID KYI RNAM PAR SHES PA'I KHAMS KYI bar yin na / / ","0.029#TD4067E.TXT.r#1096907#1096907#TD4067E.TXT.r_1770;TD4067E.TXT.r_1771# sems kyi KHAMS BDUN NI MIG GI RNAM PAR SHES PA'I KHAMS NAS / / +yid kyi khams kyi bar dang  gzugs kyi khams dang  sgra'i khams dang  chos kyi khams so // / "
"757028","TD4079E.TXT.r_61"," yid kyi rnam par shes pa'i khams kyi bar dag yin te de ltar khams bcva brgyad las / / ","0.015#TD4032E.TXT.r#1943248#1943248#TD4032E.TXT.r_3685;TD4032E.TXT.r_3686# de dag kyang MIG GI RNAM PAR SHES PA la sogs pa mtshungs pa rnams kyi rgyur gyur pa'i phyir khams rnams zhes bya ste / / +MIG GI RNAM PAR SHES PA'I KHAMS NAS YID KYI RNAM PAR SHES PA'I KHAMS KYI BAR  dag go // / ","0.015#TD4093.1E.TXT.r#780503#780504#TD4093.1E.TXT.r_2259# de dag kyang khams rnam par gzhag par MIG GI RNAM PAR SHES PA'I KHAMS NAS YID KYI RNAM PAR SHES PA'I KHAMS KYI BAR RO zhes bstan pa nyid de / / ","0.017#TD4090.1E.TXT.r#1597365#1597365#TD4090.1E.TXT.r_469# MIG GI RNAM PAR SHES PA'I KHAMS NAS YID KYI RNAM PAR SHES PA'I KHAMS DANG  yid kyi khams kyi bar ro // / ","0.017#TD4095E.TXT.r#64484#64484#TD4095E.TXT.r_294;TD4095E.TXT.r_295# MIG GI RNAM PAR SHES PA'I KHAMS NAS / / +yid KYI RNAM PAR SHES PA'I KHAMS DANG yid kyi khams kyi bar ro // / ","0.018#TD4092.1E.TXT.r#1411833#1411833#TD4092.1E.TXT.r_1324# brten pa drug  tshan rnam par gzhag pa ni MIG GI RNAM PAR SHES PA'I KHAMS NAS YID KYI RNAM PAR SHES PA'I KHAMS KYI BAR YIN na / / ","0.027#TD4068E.TXT.r#606902#606902#TD4068E.TXT.r_4147# sems la yang mig  GI RNAM PAR SHES PA'I KHAMS NAS YID KYI RNAM PAR SHES PA'I KHAMS KYI BAR DU drug dang  yid kyi khams kyis bsnan te sems kyi khams bdun du phye bas gzugs can du zhes bya ba la sogs pa'i rab tu dbye ba nas brtsams pa bde blag tu rtog par 'gyur bas na khams nyid las  brtsams te rab tu dbye ba bsam par bya'i / / "
"757036","TD4079E.TXT.r_62"," dang po khams bcu gcig ni gzugs kyi skye mched nas lus kyi skye mched kyi bar du bcu gcig go // / "
"757048","TD4079E.TXT.r_63"," yid kyi khams nas kyi yid kyi rnam par shes pa'i khams kyi bar khams lhag ma bdun ni yid kyi  skye mched de / / "
"757059","TD4079E.TXT.r_64"," de ltar skye mched bcu gnyis las yid kyi skye mched ni rnam par shes pa'i phung po'o // / ","0.022#TD4068E.TXT.r#605142#605142#TD4068E.TXT.r_3983;TD4068E.TXT.r_3984# yid dang chos ni yid KYI RNAM PAR SHES PA  'khor dang bcas pa'i skye ba'i sgo dang rgyu byed pa'i phyir YID KYI SKYE MCHED DANG  chos kyi skye mched ces bya ba'i bar du'o // / +skye mched bcu gnyis bshad pa rdzogs so //// / ","0.026#TD4092.1E.TXT.r#1413973#1413973#TD4092.1E.TXT.r_1593# MDO LAS SKYE MCHED BCU GNYIS ZHES 'byung ba'i phyir so sor skye mched nyid yin par yang 'dod do // / ","0.029#TD4069E.TXT.r#660999#660999#TD4069E.TXT.r_5399# de bzhin du zhes bya ba rgyas par 'byung ba ni de bzhin DU SKYE MCHED BCU GNYIS PO mig gi skye mched dang  gzugs kyi skye mched dang  YID KYI SKYE MCHED DANG  chos kyi skye mched ces bya ba'i  bar 'di rnams las bcu char dang  bcu gcig pa chos kyi skye mched kyi phyogs rnam par rig byed ma yin pa'i gzugs kyang gzugs yin bzhin du mig gi skye mched dang  gzugs kyi skye mched ces gcig pu zhig gzugs kyi skye mched du gsungs pa yang mtshan nyid 'dra ba la dgongs  pa med par bye brag tu bshad pa ni rigs pa ma yin no // / "
"757068","TD4079E.TXT.r_65;TD4079E.TXT.r_66"," yul lnga dang  dbang po lnga dang  chos kyi skye mched du gtogs pa'i gzugs ni gzugs kyi phung po'o // / +chos kyi skye mched las sems las byung ba gnyis ni tshor ba'i phung po'o // / "
"757080","TD4079E.TXT.r_67;TD4079E.TXT.r_68"," 'du shes kyi phung po'o // / +sems las byung ba lhag ma rnams dang  sems dang  mtshungs par mi ldan pa'i 'du byed rnams ni 'du byed kyi phung po'o // / "
"757088","TD4079E.TXT.r_69;TD4079E.TXT.r_70;TD4079E.TXT.r_71"," 'dus ma byas dag ni phung pos bsdus pa ma yin te / / +de dag la phung po'i don med pa'i phyir ro // / +de dag ni khams bcva brgyad dang  skye mched bcu gnyis dang  phung po lnga zhes bya ste ji snyed yod par gyur pa'i thos pa las byung ba'i shes rab bo // / ","0.0#TD4019E.TXT.r#2411613#2411614#TD4019E.TXT.r_540# rnam pa gcig tu na yang dag par rdzogs pa ni phung po LNGA DANG SKYE MCHED BCU    gnyis dang khams bcva brgyad ces pa ste / / ","0.0#TD4079E.TXT.r#756977#756979#TD4079E.TXT.r_56;TD4079E.TXT.r_57# bcom ldan 'das kyis bram ze thams cad thams cad ces bya ba ni / / +phung po lnga dang  SKYE MCHED BCU GNYIS DANG  khams bcva brgyad po ji snyed po 'di dag go zhes gsungs te / / ","0.0#TD4079E.TXT.r#757288#757289#TD4079E.TXT.r_99# phung po lnga dang  SKYE MCHED BCU GNYIS DANG  khams bcva brgyad po 'di dag nyid kho na tsam ste / / ","0.018#TD4016.1E.TXT.r#493044#493044#TD4016.1E.TXT.r_5783# sems can zhes BYA BA NI PHUNG PO lnga dang  skye mched  bcu gnyis dang  khams bco brgyad dang  khams drug dang  rten cing 'brel par 'byung ba'i yan lag bcu gnyis la sogs pa chos mang po bskyed pa'i phyir sems can zhes bya'o zhes 'byung ste / / ","0.018#TD4016.2E.TXT.r#2366730#2366730#TD4016.2E.TXT.r_6590# de la  thams cad ces BYA BA NI PHUNG PO lnga dang  SKYE MCHED BCU GNYIS DANG  khams bco brgyad de / / ","0.018#TD4016.2E.TXT.r#2375058#2375058#TD4016.2E.TXT.r_7662# phung po lnga dang  SKYE MCHED BCU GNYIS DANG  khams bco brgyad de  gzugs can dang  gzugs can ma yin pa dang  bstan du yod pa dang  bstan du med pa dang  thogs pa dang bcas pa dang  thogs pa med pa dang  zag pa dang bcas pa dang  zag pa med pa dang  'dus byas dang  'dus ma byas gang yin pa'o // / ","0.018#TD4016.2E.TXT.r#2375355#2375355#TD4016.2E.TXT.r_7704# phung po lnga dang  SKYE MCHED BCU GNYIS DANG  khams bco brgyad dang  bden pa bzhi dang  rten cing 'brel bar 'byung ba'i yan lag bcu gnyis dang  'dus byas dang 'dus ma byas la sogs pa'i chos  thams cad rang bzhin gyi ngo bo nyid do zhes ming bkod par zad kyi rnam par bshad pa ni med do // / ","0.018#TD4016.2E.TXT.r#2375790#2375790#TD4016.2E.TXT.r_7757# phung po lnga dang  khams bco brgyad dang  SKYE MCHED BCU GNYIS TE / / ","0.018#TD4016.2E.TXT.r#2375822#2375822#TD4016.2E.TXT.r_7761# chos thams cad ni phung po lnga dang  SKYE MCHED BCU GNYIS DANG  khams bco brgyad la sogs pa'o zhes 'byung ste / / ","0.018#TD4067E.TXT.r#1096447#1096447#TD4067E.TXT.r_1692# de ltar phung po lnga po  DAG SKYE MCHED BCU GNYIS DANG  khams bco brgyad du bstan pa yin no // / ","0.018#TD4072E.TXT.r#2099669#2099669#TD4072E.TXT.r_1057# phung po lnga dang  SKYE MCHED BCU GNYIS DANG  khams bco brgyad ces bya ba 'di dag ni rnal 'byor gyi sa dang po  yin te // / ","0.018#TD4090.1E.TXT.r#1597375#1597375#TD4090.1E.TXT.r_470# de ltar na 'dir phung po lnga dang  skye mched bcu  gnyis dang  khams bco brgyad du bstan par 'gyur te / / ","0.018#TD4091E.TXT.r#696505#696505#TD4091E.TXT.r_269# de ltar na 'dir phung po lnga dang  SKYE MCHED BCU GNYIS DAG DANG  khams bco brgyad dag tu rnam par bstan par 'gyur te / / ","0.018#TD4095E.TXT.r#64493#64493#TD4095E.TXT.r_296# de ltar na phung po lnga dang  skye mched bcu  gnyis dang  khams bco brgyad bstan par 'gyur te / / ","0.026#TD4035E.TXT.r#135968#135969#TD4035E.TXT.r_1937;TD4035E.TXT.r_1938# nye bar len pa'i phung po lnga po rnams so // / +de'i longs spyod kyi dngos po NI SKYE MCHED BCU GNYIS PO rnams so // / ","0.028#TD4016.2E.TXT.r#2366564#2366564#TD4016.2E.TXT.r_6567# 'di ltar chos thams cad yongs su shes par bya ba'i yul ni phung po lnga dang  SKYE MCHED BCU GNYIS PO de yang nang gi skye mched drug dang phyi rol gyi skye mched drug po dag go // / "
"757109","TD4079E.TXT.r_72"," nyes pa thams cad bag chags dang bcas par  spangs pa dang  yon tan thams cad mchog tu phul du byung ba dang  rtag tu don rnams thams cad kyi thams cad du yang dag par gzigs pa dang  rtsom pa thams cad gzhan gyi don yin pas sangs rgyas bcom ldan 'das ni tshad ma dam par gyur pa'o // / "
"757128","TD4079E.TXT.r_73;TD4079E.TXT.r_74"," de bas na gang de bzhin gshegs pas ji lta ba bzhin du gsungs pa de ni // / +de bzhin yin gyi gzhan du ma     // / "
"757136","TD4079E.TXT.r_76"," tshad ma'i de kho na nyid rig par gyur pa'i slob dpon rnams kyis pha rol gyi gzhung lugs bkag pa'i phyir de dag gzhan kho na'o // / ","0.025#TD4092.1E.TXT.r#1439178#1439178#TD4092.1E.TXT.r_4576# grag ces bya ba'i sgra ni gzhan GYI GZHUNG LUGS BSTAN PA'I PHYIR ro // / "
"757151","TD4079E.TXT.r_77;TD4079E.TXT.r_78"," gzhan yang pha rol po rnams ni dngos po rnams skad cig pa ma yin par 'dod do // / +de'i phyir de dag ni yod pa ma yin te / / "
"757161","TD4079E.TXT.r_79;TD4079E.TXT.r_80"," 'di ltar gang bya ba byed nus pa de dag ni yod pa ma yin  gyi ; / +rta'i rva dang khyad par med par ci yang mi byed pa dag ni ma yin no // / "
"757173","TD4079E.TXT.r_81;TD4079E.TXT.r_82"," nus pa ni byed bzhin pa'i nus pa can gyi rang bzhin yin la / / +skad cig pa ma yin pa rnams ni / / "
"757182","TD4079E.TXT.r_83;TD4079E.TXT.r_84"," sngon gyi rang bzhin gang yin pa phyis kyang de bzhin te / / +des 'gal la bya ba byed nus par gyur na / / "
"757193","TD4079E.TXT.r_85;TD4079E.TXT.r_86"," sngon nas pa bzhin du phyis  kyang nus par gyur la / / +de na des 'bras bu de yang sngar byas pa bzhin du phyis kyang byed par gyur na / / "
"757208","TD4079E.TXT.r_87;TD4079E.TXT.r_88"," byas pa yang bya bar mi 'os pa'i phyir de yang rigs pa ma yin no // / +de bas nas skad cig pa ma yin pa'i rang bzhin ni nus pa med pa nyid yin la / / "
