
"0","",""
"2960689","TD4056E.TXT.r_25;TD4056E.TXT.r_26;TD4056E.TXT.r_27"," de yod sdug bsngal des mi myong // / +gal te de yi las kyis der // / +'byung ba dag ni 'byung ba dang / / ","0.0#TD4034.1E.TXT.r#960685#960694#TD4034.1E.TXT.r_9117;TD4034.1E.TXT.r_9118;TD4034.1E.TXT.r_9119;TD4034.1E.TXT.r_9120# bden pa bzhi  mthong ba ni theg pa'i don mthong ba zhes bya'o // / "
"2960698","TD4056E.TXT.r_28;TD4056E.TXT.r_29;TD4056E.TXT.r_30"," de bzhin 'gyur bar 'dod na go // / +rnam par shes par cis mi 'dod // / +gzhan na las kyi bag chags la // / ","0.0#TD4034.1E.TXT.r#960693#960702#TD4034.1E.TXT.r_9118;TD4034.1E.TXT.r_9119;TD4034.1E.TXT.r_9120;TD4034.1E.TXT.r_9121# de'ang gang zhe na / / +rgyun du zhugs pa dang  lan cig phyir 'ong ba dang  phyir mi 'ong ba'i gang zag go // / "
"2960707","TD4056E.TXT.r_31;TD4056E.TXT.r_32"," 'bras bu dag ni    gzhan du rtog / / +gang na bag chags yod pa der // / ","0.0#TD4034.1E.TXT.r#960703#960711#TD4034.1E.TXT.r_9120;TD4034.1E.TXT.r_9121;TD4034.1E.TXT.r_9122# theg pa'i don ma mthong ba ni bden pa bzhi ma mthong ba ste / / +so so'i skye bo dang  mos pa spyod pa'i gang zag rnams so // / "
"2960715","TD4056E.TXT.r_33;TD4056E.TXT.r_34;TD4056E.TXT.r_35"," ci yi phyir na 'dod mi bya // / +gzugs sogs skye mched yod par ni // / +des 'dul ba yi skye bo la / / ","0.0#TD4034.1E.TXT.r#960710#960721#TD4034.1E.TXT.r_9122;TD4034.1E.TXT.r_9123;TD4034.1E.TXT.r_9124# nyan thos  rigs ma nges pa'i theg pa'i don mthong ba la phyen rnam pa du yod pa bstan pa'i phyir / / ","0.026#TD4026E.TXT.r#291533#291534#TD4026E.TXT.r_2888;TD4026E.TXT.r_2889;TD4026E.TXT.r_2890# theg don mthong dang mthong ba'i // / +don mthong 'dod chags bral ba dang / / "
"2960725","TD4056E.TXT.r_36;TD4056E.TXT.r_37;TD4056E.TXT.r_38"," dgongs pa'i dbang gis gsungs pa ste // / +rdzus te 'byung ba'i sems can bzhin // / +rang gis bon gang las su // / ","0.0#TD4034.1E.TXT.r#960720#960732#TD4034.1E.TXT.r_9123;TD4034.1E.TXT.r_9124;TD4034.1E.TXT.r_9125;TD4034.1E.TXT.r_9126;TD4034.1E.TXT.r_9127# don mthong 'dod chags bral ba dang / / +'dod chags ma bral gnyis gzhan la // / "
"2960735","TD4056E.TXT.r_39;TD4056E.TXT.r_40;TD4056E.TXT.r_41"," rnam rig snang ba  gang 'byung ba // / +de dag de yi skye mched ni // / +rnam pa gnyis su thub pas gsungs // / ","0.0#TD4034.1E.TXT.r#960730#960748#TD4034.1E.TXT.r_9126;TD4034.1E.TXT.r_9127;TD4034.1E.TXT.r_9128;TD4034.1E.TXT.r_9129;TD4034.1E.TXT.r_9130# theg pa'i don mthong ba la yang rnam pa gnyis yod de / / +'dod pa'i 'dod chags dang bral ba dang  'dod pa'i 'dod chags dang ma bral ba'o // / "
"2960745","TD4056E.TXT.r_42;TD4056E.TXT.r_43;TD4056E.TXT.r_44"," de ltar gang zag bdag med par // / +'jug par 'gyur ro gzhan du yang // / +bstan pas chos la bdag med par // / "
"2960753","TD4056E.TXT.r_45;TD4056E.TXT.r_46"," 'jug 'gyur brtags pa'i bdag nyid kyis // / +de ni gcig na'ang yul min la // / ","0.0#TD4034.1E.TXT.r#960749#960756#TD4034.1E.TXT.r_9129;TD4034.1E.TXT.r_9130;TD4034.1E.TXT.r_9131# 'dod pa'i khams kyi 'dod chags dang mthong ba dang bsgom pas spang bar bya ba'i nyon mongs bam lus par spong ba ste / / +'phags pa phyir mi 'ong ba rnams te / / "
"2960761","TD4056E.TXT.r_47;TD4056E.TXT.r_48;TD4056E.TXT.r_49"," phra rab rdul du du ma'ang min // / +de dag 'dus pa'ang ma yin te // / +'di ltar rdul phran mi 'grub phyir // / ","0.0#TD4034.1E.TXT.r#960757#960767#TD4034.1E.TXT.r_9131;TD4034.1E.TXT.r_9132;TD4034.1E.TXT.r_9133# 'dod pa'i 'dod chags dang ma bral  ba ni 'dod pa'i khams kyis mthong bas spang bar bya ba'i nyon mongs pa ni sbangs kyi bsgom pas spang bar bya ba'i nyon mongs pa rnams ni ma spangs te / / "
"2960772","TD4056E.TXT.r_50;TD4056E.TXT.r_51"," drug gis cig car sbyar ba na // / +phra rab rdul cha drug tu 'gyur // / ","0.0#TD4034.1E.TXT.r#960768#960775#TD4034.1E.TXT.r_9132;TD4034.1E.TXT.r_9133;TD4034.1E.TXT.r_9135# 'phags pa rgyun du zhugs pa dang  lan cig phyir 'ong ba rnams so // / +'dod chags dang bral ba dang ma bral ba gnyis kyang dbang po rtul     // / "
"2960780","TD4056E.TXT.r_52;TD4056E.TXT.r_53;TD4056E.TXT.r_54"," drug po dag ni go gcig na // / +gong bu rdul phran tsam du 'gyur // / +rdul phran sbyor ba med na ni // / ","0.0#TD4034.1E.TXT.r#960776#960786#TD4034.1E.TXT.r_9135;TD4034.1E.TXT.r_9136;TD4034.1E.TXT.r_9137;TD4034.1E.TXT.r_9138# dus ring po zhig gis mya ngan las 'das pa thob par 'gyur bas na zhen pa zhes bya'o // / +theg pa chen pos nges 'byung yin // / "
"2960791","TD4056E.TXT.r_55;TD4056E.TXT.r_56;TD4056E.TXT.r_57"," de 'dus yod  pa de gang gis // / +cha shas yod pa ma yin pas / / +de sbyor mi 'grub ma zer cig / / ","0.0#TD4034.1E.TXT.r#960787#960795#TD4034.1E.TXT.r_9138# nyan thos rigs ma nges pa theg ba'i don mthong ba dang  ma mthong ba gnyis theg pa chen po'i spyod pa spyang nas mngon par  'tshang rgya bar 'gyur ba ni theg pa chen po 'byung ba zhes bya'o // / ","0.019#TD4026E.TXT.r#292026#292030#TD4026E.TXT.r_2960# ji ltar sangs rgyas bcom ldan 'das rnams kyis pha rol tu phyin pa mngon par rdzogs par sangs rgyas pa dang   mngon par rdzogs par 'tshang rgya bar 'gyur ba dang  mngon par rdzogs par sangs rgyas pa de bzhin du bdag kyang mos so snyam du mngon par 'du byed pa'i phyir ro // / ","0.019#TD4037E.TXT.r#1365600#1365603#TD4037E.TXT.r_6729# ma 'ongs pa dang  da ltar byung ba'i dus dag tu bla na med pa yang dag par rdzogs pa'i byang chub mngon par rdzogs par sangs rgyas pa dang  mngon par rdzogs par 'tshang rgya bar 'gyur ba dang  mngon par rdzogs par 'tshang rgya ba de dag thams cad ni lhag pa'i bsam pa bco lnga po 'di  dag lo na ste / / ","0.021#TD4016.1E.TXT.r#508465#508465#TD4016.1E.TXT.r_7733# bla na med pa yang dag par rdzogs pa'i byang chub mngon par rdzogs par 'tshang rgya bar 'gyur ba yang ma yin pas zhes bya ba ni gsum pa bla na  med pa'i byang chub 'thob par 'gyur ba ma yin pas gcig pa nyid du 'dzin pa gzhig pa ste / / ","0.022#TD4014E.TXT.r#439127#439127#TD4014E.TXT.r_466# bla na med pa yang dag par rdzogs pa'i byang chub mngon par rdzogs par 'tshang rgya bar 'gyur ba rnams dang  de  bzhin du gzhan dus mnyam pa nyid du chos kyi 'khor lo bskor bar 'gyur ba rnams dang  de bzhin du gzhan mya ngan las 'das pa ston par 'gyur pa rnams so // / ","0.026#TD4037E.TXT.r#1363429#1363429#TD4037E.TXT.r_6390# skye ba gcig gis thogs pa ni tshe phyi ma la bla na med pa yang dag par rdzogs pa'i byang chub mngon par rdzogs par 'tshang rgya bar 'gyur ba gang yin pa dang  srid pa tha ma pa ni tshe 'di nyid la gnas bzhin du bla na  med pa yang dag par rdzogs pa'i byang chub tu mngon par rdzogs par 'tshang rgya bar 'gyur ba gang yin pa'o // / "
"2960800","TD4056E.TXT.r_58;TD4056E.TXT.r_59"," gang la phyogs cha tha dad yod // / +de ni gcig tu mi rung ngo // / ","0.0#TD4034.1E.TXT.r#960796#960804#TD4034.1E.TXT.r_9138;TD4034.1E.TXT.r_9139# nyan thos rigs ma nges pa theg ba'i don mthong ba dang  ma mthong ba gnyis theg pa chen po'i spyod pa spyang nas mngon par  'tshang rgya bar 'gyur ba ni theg pa chen po 'byung ba zhes bya'o // / "
"2960809","TD4056E.TXT.r_60;TD4056E.TXT.r_61"," grib dang sgrib par ji ltar 'gyur // / +gong bu gzhan min de de'i min // / ","0.0#TD4034.1E.TXT.r#960805#960821#TD4034.1E.TXT.r_9139;TD4034.1E.TXT.r_9140;TD4034.1E.TXT.r_9141;TD4034.1E.TXT.r_9142# nyan thos don mthong ba theg pa chen pos 'byung ba yang khams gsum du skyes la / / "
"2960818","TD4056E.TXT.r_62;TD4056E.TXT.r_63"," gcig ni rim gyis 'gro ba med // / +zin dang ma zan cig car  med // / "
"2960826","TD4056E.TXT.r_64;TD4056E.TXT.r_65"," ris chad du mar gnas pa dang / / +mig gis mi sod phra ba'ang med // / ","0.0#TD4034.1E.TXT.r#960822#960829#TD4034.1E.TXT.r_9141;TD4034.1E.TXT.r_9142;TD4034.1E.TXT.r_9143;TD4034.1E.TXT.r_9144;TD4034.1E.TXT.r_9145# de gnyis 'phags pa'i lam thob nas // / +srid par yongs su bsngo ba'i phyir // / "
"2960834","TD4056E.TXT.r_66;TD4056E.TXT.r_67"," mngon sum blo ni rmi sogs bzhin // / +de yang gang tshe de yi tshe // / ","0.0#TD4034.1E.TXT.r#960830#960838#TD4034.1E.TXT.r_9143;TD4034.1E.TXT.r_9144;TD4034.1E.TXT.r_9145;TD4034.1E.TXT.r_9146# bsam gyis mi khyab 'gyur ba yi // / +skye ba dang ni ldan pa'o // / +zhes smos te / / +bden pa'i don mthong ba 'dod chags dang bral ba dang ma bral ba de gnyis 'khor bar skye bar yang sngon 'phags pa'i lam bsgoms shing khong du chud cing 'thob pa ste / / "
"2960843","TD4056E.TXT.r_68;TD4056E.TXT.r_69;TD4056E.TXT.r_70"," khyod kyi don de mi snang na // / +de ni mngon sum ji ltar 'dod // / +dper na der snang rnam rig bzhin // / ","0.0#TD4034.1E.TXT.r#960839#960858#TD4034.1E.TXT.r_9146;TD4034.1E.TXT.r_9147# bden pa'i don mthong ba 'dod chags dang bral ba dang ma bral ba de gnyis 'khor bar skye bar yang sngon 'phags pa'i lam bsgoms shing khong du chud cing 'thob pa ste / / "
"2960855","TD4056E.TXT.r_71;TD4056E.TXT.r_72"," bshad zin de las dran par zad // / +rmi lam  mthong ba yul med par // / "
"2960863","TD4056E.TXT.r_73;TD4056E.TXT.r_74;TD4056E.TXT.r_75"," ma sad bar du rtogs ma yin // / +gcig la gcig gi dbang gis na // / +rnam par rig pa phan tshun des // / ","0.0#TD4034.1E.TXT.r#960859#960867#TD4034.1E.TXT.r_9147;TD4034.1E.TXT.r_9148# 'khor  bar skye ba'i rgyur gyur cig ces bsngos nas 'khor bar skye ba'i phyir de dag 'khor ba gcig nas gcig tu skye ba ni bsam gyis mi khyab bar 'gyur ba'i skye ba dang ldan pa zhes bya'o // / "
"2960872","TD4056E.TXT.r_76;TD4056E.TXT.r_77;TD4056E.TXT.r_78"," sems ni gnyid kyis non pas na // / +de phyir rmi dang 'bras mi mtshungs // / +'chi ba gzhan gyi rnam rig gis // / ","0.0#TD4034.1E.TXT.r#960868#960879#TD4034.1E.TXT.r_9147;TD4034.1E.TXT.r_9148;TD4034.1E.TXT.r_9149;TD4034.1E.TXT.r_9150# 'khor  bar skye ba'i rgyur gyur cig ces bsngos nas 'khor bar skye ba'i phyir de dag 'khor ba gcig nas gcig tu skye ba ni bsam gyis mi khyab bar 'gyur ba'i skye ba dang ldan pa zhes bya'o // / +smras pa 'phags pa'i lam ni 'khor ba la zhe sdang ba ste / / ","0.022#TD4079E.TXT.r#759133#759133#TD4079E.TXT.r_432;TD4079E.TXT.r_433# nyon mongs pa can gyi yid ni kun gzhi rnam par shes pa de nyid las skyes nas 'jug par 'gyur te / / +'jig rten las 'das pa'i lam mngon du byas pa dang  'gog pa'i     // / ","0.023#TD4068E.TXT.r#599867#599868#TD4068E.TXT.r_3428;TD4068E.TXT.r_3429# gzhan yang  khams gsum gyi 'dod chags dang bral ba dgra bcom pa rnams tshe snga ma la las byas pas tshe 'dir skyes nas / / +tshe 'dir nyon mongs pa spangs pa dang  tshe phyi mar skye ba'i las tshe 'dir byas kyang las des 'phags pa de dag tshe phyi mar 'phen mi nus te / / ","0.027#TD4092.2E.TXT.r#2571211#2571211#TD4092.2E.TXT.r_4469# rjes su shes pa'i phyogs dang mthun pa'i lam mi lcogs pa med pa'i sa pa nas ci yang med pa'i skye mched kyi sa pa'i bar yang lam la dmigs pa bsam gtan dang po'i sa pa de rnams kyi dmigs pa nyid yin pa nas de bzhin du srid pa'i rtse mo'i sa pa rnams  kyi bar gyi dmigs pa yin no //// / ","0.028#TD4047E.TXT.r#1127956#1127957#TD4047E.TXT.r_956;TD4047E.TXT.r_957# longs spyod phun sum tshogs pa'i lam ni sbyin pa'o // / +de la ma rig pas rmongs par gyur na  kha na ma tho bas 'jigs pa med pas tshul khrims nyams par 'gyur ro // / "
"2960884","TD4056E.TXT.r_79;TD4056E.TXT.r_80"," bye brag las te dper bya na // / +'dre  la sogs pa'i yid dbang gis // / ","0.0#TD4034.1E.TXT.r#960880#960887#TD4034.1E.TXT.r_9150;TD4034.1E.TXT.r_9151# 'phags pa'i  lam nyid 'khor bar skyes nas 'khor bar ji ltar 'gyur zhe na / / "
"2960892","TD4056E.TXT.r_81;TD4056E.TXT.r_82"," gzhan gyi dran nyams 'gyur sogs bzhin // / +drang srong khros pas dan ta ka'i // / ","0.0#TD4034.1E.TXT.r#960888#960900#TD4034.1E.TXT.r_9151;TD4034.1E.TXT.r_9152# de ni bden te 'phags pa'i lam 'ba' zhig gis 'khor bar skye bar mi 'gyur gyi / / "
"2960904","TD4056E.TXT.r_83;TD4056E.TXT.r_84"," dgon pa ji ltar stongs par gyur // / +yid nyes kha na tho cher // / ","0.0#TD4034.1E.TXT.r#960899#960917#TD4034.1E.TXT.r_9152# 'dod pa'i 'dod chags dang bral ba phyir mi 'ong ba rnams la yang gzugs dang gzugs med pa'i khams kyi nyon mongs pa ma spangs pa lhag ma  yod pa dang 'dod pa'i 'dod chags dang ma bral ba rgyun du zhugs pa dang lan cig phyir 'ong ba la yang 'dod pa'i khams kyi bsgom pas spang bar bya ba'i nyon mongs pa ma spangs pa dang khams gnyis kyi nyon mongs pa ma spangs pa yod pas nyon mongs pa de dag 'phags pa'i lam 'khor bar skyes  par bsngos pa'i mthus phul nas nyon mongs pas rgyu byas te / / "
"2960914","TD4056E.TXT.r_85;TD4056E.TXT.r_86"," de mis ji ltar 'grub par 'gyur // / +gzhan sems rig pas shes pa ni // / "
"2960922","TD4056E.TXT.r_87;TD4056E.TXT.r_88;TD4056E.TXT.r_89"," don bzhin ma yin ji     // / +ltar dper // / +rang sems shes pas sangs rgyas kyi // / ","0.0#TD4034.1E.TXT.r#960918#960925#TD4034.1E.TXT.r_9152;TD4034.1E.TXT.r_9153# 'dod pa'i 'dod chags dang bral ba phyir mi 'ong ba rnams la yang gzugs dang gzugs med pa'i khams kyi nyon mongs pa ma spangs pa lhag ma  yod pa dang 'dod pa'i 'dod chags dang ma bral ba rgyun du zhugs pa dang lan cig phyir 'ong ba la yang 'dod pa'i khams kyi bsgom pas spang bar bya ba'i nyon mongs pa ma spangs pa dang khams gnyis kyi nyon mongs pa ma spangs pa yod pas nyon mongs pa de dag 'phags pa'i lam 'khor bar skyes  par bsngos pa'i mthus phul nas nyon mongs pas rgyu byas te / / "
"2960930","TD4056E.TXT.r_90;TD4056E.TXT.r_91"," spyod yul ji bzhin ma shes phyir // / +rnam rig tsam du grub pa 'di // / ","0.0#TD4034.1E.TXT.r#960926#960935#TD4034.1E.TXT.r_9152;TD4034.1E.TXT.r_9153;TD4034.1E.TXT.r_9154;TD4034.1E.TXT.r_9155# 'dod pa'i 'dod chags dang bral ba phyir mi 'ong ba rnams la yang gzugs dang gzugs med pa'i khams kyi nyon mongs pa ma spangs pa lhag ma  yod pa dang 'dod pa'i 'dod chags dang ma bral ba rgyun du zhugs pa dang lan cig phyir 'ong ba la yang 'dod pa'i khams kyi bsgom pas spang bar bya ba'i nyon mongs pa ma spangs pa dang khams gnyis kyi nyon mongs pa ma spangs pa yod pas nyon mongs pa de dag 'phags pa'i lam 'khor bar skyes  par bsngos pa'i mthus phul nas nyon mongs pas rgyu byas te / / +'khor bar skye bar 'gyur te / / "
"2960940","TD4056E.TXT.r_92;TD4056E.TXT.r_93;TD4056E.TXT.r_94"," bdag gis bdag gi mthu 'dra bar // / +byas kyi de yi rnam pa kun // / +bsam yas sangs rgyas spyod yul lo // / ","0.0#TD4034.1E.TXT.r#960936#960947#TD4034.1E.TXT.r_9154;TD4034.1E.TXT.r_9155;TD4034.1E.TXT.r_9156# de yang 'di ltar bsngos pa bzhin skyes te / / +sangs rgyas bcom ldan 'das rnams kyis nyan thos kyi rigs ma nges pa 'dod pa'i 'dod chags dang bral ba dang ma bral ba rnams la / / "
"2960952","TD4056E.TXT.r_95"," nyi shu pa'i tshig  le'ur byas pa slob dpon dbyig gnyen gyis mdzad pa rdzogs so //// / ","0.0#TD4034.1E.TXT.r#960948#960960#TD4034.1E.TXT.r_9156;TD4034.1E.TXT.r_9157;TD4034.1E.TXT.r_9158# ji ltar lhag mthong    gtsor bsgoms shing mya ngan las 'das pa dang rjes su mthun pa'i lam ni gtong du btsud la / / ","0.025#TD4092.1E.TXT.r#1464503#1464503#TD4092.1E.TXT.r_7546# de la dad pas rjes su 'brang ba'i lam ni bdag nyid kyang dad pas  rjes su 'brang ba'i lam gzhan dang bdag nyid kyi chos kyi rjes su 'brang ba'i lam ma 'ongs pa'i gnas skabs dang  bdag nyid kyang dad pas mos pa dang  mthong bas thob pa dang  dus kyi rnam par grol ba dang  dus dang mi sbyor bar rnam par grol ba'i lam  skye ba dang mi skye ba'i chos can rnams kyi ci rigs par skal ba mnyam pa mnyam pa'i rgyu yin pas drug gi skal ba mnyam pa'i rgyu yin no // / "
"2960964","TD4056E.TXT.r_96"," rgya gar gyi mkhan po dzi na mi tra dang  sh'i len dra bo dhi dang  d'a na sh'i la dang  zhu chen gyi lo ts'a ba ban de ye shes sdes bsgyur cing zhus te gtan la phab pa'o // / ","0.0#TD4034.1E.TXT.r#960959#960969#TD4034.1E.TXT.r_9157;TD4034.1E.TXT.r_9158# 'khor ba las mngon du lta ba'i snying rje chen po bsgoms pa'i lam la sbyor bar mdzad do // / +de la snying rje chen po'i lam bsgoms pas 'khor ba la zhe sdang zhing mya ngan las 'das pa la mngon du  bltas bas lhag mthong gi lam 'dul bar byed la / / ","0.0#TD4034.1E.TXT.r#960970#960987#TD4034.1E.TXT.r_9158;TD4034.1E.TXT.r_9159;TD4034.1E.TXT.r_9160;TD4034.1E.TXT.r_9161# de la snying rje chen po'i lam bsgoms pas 'khor ba la zhe sdang zhing mya ngan las 'das pa la mngon du  bltas bas lhag mthong gi lam 'dul bar byed la / / ","0.019#TD4034.2E.TXT.r#2950840#2950842#TD4034.2E.TXT.r_11443# byang chub kyi phyogs  de dag 'khor ba la rgyab kyis lta bar mi byed kyi 'khor ba la mngon du lta ba'i rgyur 'gyur bas 'khor bar yongs su bsngos pa zhes bshad do // / "
