
"0","",""
"549377","TD4005E.TXT.r_37;TD4005E.TXT.r_38"," bar pas ni thun drug du zla ba gcig tu'o // / +tha mas ni thun gsum du zhag bdun du'o // / "
"549388","TD4005E.TXT.r_39"," ltung ba byung gi dogs pa la ni chos kyi yan lag  gcig gis so zhes bya ba ni man ngag gi don yin no // / "
"549397","TD4005E.TXT.r_40"," 'o na 'di na bdag gis thos pa la sogs pa dang po dang tha ma med pas bka' ma yin no zhe na / / "
"549406","TD4005E.TXT.r_42"," 'phags pa dkon mchog brtsags pa chos kyi rnam grangs stong phrag brgya par gleng gzhi la sogs par 'di dag thams cad     // / "
"549418","TD4005E.TXT.r_43;TD4005E.TXT.r_44"," gsungs pa'i phyir ro // / +'di ni de'i nang nas dum bur bton pas de med pa la 'gal ba ci yang med do // / "
"549431","TD4005E.TXT.r_45;TD4005E.TXT.r_46"," 'o na ltung ba'i dngos gzhi med par bshags pa de mi shes so zhe na / / +de ni 'di'i dang po dang mjug go // / "
"549440","TD4005E.TXT.r_47"," sangs rgyas sum cu so lnga kho nar nges pa ni sngon gyi gdul bya  so lnga'i don dang sangs rgyas nye ba la dgongs pa ste / / "
"549454","TD4005E.TXT.r_48;TD4005E.TXT.r_49"," gzhan ma byon zhing phyag mi 'tshal ba ni ma yin te / / +'di'i 'og nas de dag la sogs pa gsungs so // / "
"549465","TD4005E.TXT.r_50;TD4005E.TXT.r_51"," phyogs chad pa ni med de / / +sprul pa'i sku sku tshe ring ba dang de ltar bzhugs pa don mdzad pa 'di'i phyogs bcu na rten pa ste phyogs  bcu zhes pa'o // / "
"549481","TD4005E.TXT.r_52;TD4005E.TXT.r_53"," 'das pa dang ma 'ongs pa'i sangs rgyas ni dbang por ma bzhag ste / / +kun rdzob la 'gal ba'i phyir ro // / "
"549489","TD4005E.TXT.r_54"," kun la de bzhin gshegs pa med la bzhi smos pa ni don gyis shes par byas la blos dmigs pa ste / / "
"549499","TD4005E.TXT.r_55;TD4005E.TXT.r_56"," bsnan na ni bka' las 'da' bar 'gyur la / / +tshig bsdus nas bstan pa'i phyir ro // / "
"549510","TD4005E.TXT.r_57"," stobs bzhi kho nas sdig pa 'chags pa ni sangs rgyas kyi chos bzhi bstan pa dang  ma skyes dgra'i 'gyod pa bsal ba'i mdor de bzhi shin tu bsngags pa yin no zhes bya ba ni byang chub sems dpa' gnyis la gdams pa'o // / "
"549529","TD4005E.TXT.r_58;TD4005E.TXT.r_59"," de la chos 'di ci zhe na / / +'phags pa nye ba 'khor gyis zhus pa zhes gsungs te / / "
"549539","TD4005E.TXT.r_60"," de'i tshe bcom ldan 'das kyis nye ba'i gnas nye gnas la 'dul ba'i bka' sdud pa por gtad pas dgra bcom pas zhus pas so // / "
"549554","TD4005E.TXT.r_61"," 'dul ba gtan la dbab pa ni theg pa chen po pa'i ltung ba'i gzhi la sogs pa 'dis gtan la  'bebs pa'o // / "
"549564","TD4005E.TXT.r_62;TD4005E.TXT.r_63;TD4005E.TXT.r_64"," de ni bye brag pa yin la / / +spyi ni dkon mchog brtsegs pa zhes smos so // / +'di la phung po gsum pa zhes kyang gsungs te / / "
"549573","TD4005E.TXT.r_65"," phyag 'tshal ba'am bshags pa la sogs pa bsod nams kyi phung po dpag tu med pa la sogs te / / "
"549581","TD4005E.TXT.r_66;TD4005E.TXT.r_67;TD4005E.TXT.r_68;TD4005E.TXT.r_69"," phung po gsum pa chung du yin la / / +chen  po ni ma yin no // / +byang chub kyi ltung ba bshags pa zhes pa la / / +byang chub ni byang chub chen po'i rgyu ste / / "
"549591","TD4005E.TXT.r_70;TD4005E.TXT.r_71"," de la sems dpa' zhes bya ba ni lhag ma'o // / +yang na byang chub las nyams pas na byang chub kyi ltung ba zhes gsum par sbyar ro // / "
"549604","TD4005E.TXT.r_72;TD4005E.TXT.r_73;TD4005E.TXT.r_74"," de yang byang chub sems dpa' las dang po ba    dang ; / +mos pas spyod pa la gnas pa ste / / +sa dang po la sogs pa'i byang chub sems dpa' ni ma yin par shes par bya'o // / "
"549616","TD4005E.TXT.r_75;TD4005E.TXT.r_76"," de'i ltung ba ni de byung na ngan song du 'gro ba ste / / +de yang ltung ba dang  sbom po dang  pham pa dang  nyes byas dang  nyes pa med pa dang  phra mo'i rim  pa mdo 'di'i stod dang  gzhan las shes par bya la / / "
"549635","TD4005E.TXT.r_77;TD4005E.TXT.r_78"," bshags pa'i thabs ni rgyas par / / +mdo 'di'i mjug nas shes par bya ste / / "
"549644","TD4005E.TXT.r_79;TD4005E.TXT.r_80"," 'di ni ltung ba de'i dag byed 'ba' zhig yin no // / +de dag byung na bshags pa ni dag par byed pa'o // / "
"549654","TD4005E.TXT.r_81;TD4005E.TXT.r_82"," de yang gnyis te / / +don dam gyi bshags pa  ni 'gyod pa bsal ba'i mdo ltar chos thams cad rang bzhin med par yid la bya ba ni bshags pa chen po ste / / "
"549671","TD4005E.TXT.r_83;TD4005E.TXT.r_84;TD4005E.TXT.r_85"," drang por 'dug la yang dag ltos // / +yang dag nyid la yang dag lta // / +yang dag mthong na rnam bar grol // / "
"549679","TD4005E.TXT.r_86;TD4005E.TXT.r_87;TD4005E.TXT.r_88"," de ni bshags pa chen po yin // / +zhes bya ba gsungs so // / +kun  rdzob kyi bshags pa ni stobs bzhis 'gyod pa dang bcas pa'i shes pas phyag 'tshal ba la sogs pa thams cad bya ba ni sgyu ma lta bu'i blo dang ldan pas bshags pa ni chung ngu'o // / ","0.029#TD4010E.TXT.r#2231393#2231393#TD4010E.TXT.r_208;TD4010E.TXT.r_209# de nas zhes bya BA LA SOGS PA LA / / +gus pa dang BCAS PAS PHYAG 'TSHAL BA sngon du 'gro bas yongs su zhu bar byed do zhes shes par bya ba'i phyir ro // / "
"549698","TD4005E.TXT.r_89"," de yang dang por 'di zhus pa'i tshe bcom ldan 'das kyis byang chub sems dpa' de dag gi don du 'od zer gyis  'di nas ltos pa'i phyogs bcu'i sangs rgyas sum cu rtsa bzhi dang  de dag la sogs pa mang po spyan drangs te / / "
"549721","TD4005E.TXT.r_90"," 'dir nam mkha' la bzhugs pa la byang chub sems dpa' rnams kyis 'gyod pa dang bcas pas mchod cing sems bskyed nas skyabs su song ste / / "
"549733","TD4005E.TXT.r_91"," phyag 'tshal nas sdig pa  bshags pa la sogs pa lan cig byas pas sdig pa thams cad dag ste sa dang po la sogs pa la gnas par gyur to // / "
"549747","TD4005E.TXT.r_92"," de'i rjes su zhugs pa ni gnas dben par mandal dang  mchod pa dang 'di rnams kyi bris sku la brten te / / "
"549757","TD4005E.TXT.r_93"," bla ma'i man ngag gis sems bskyed pa la sogs pa  byas la bshags pas sdig pa thams cad dag par 'gyur la / / "
"549768","TD4005E.TXT.r_94"," 'bras bu yang dag par rdzogs pa'i sangs rgyas 'thob par 'gyur ro zhes bya ba ni 'di'i tshul lo // / "
"549777","TD4005E.TXT.r_95;TD4005E.TXT.r_96"," de la bshags pa'i thabs dngos la / / +dang po rten gyi sgo nas sdig pa bshags pa ni / / "
"549788","TD4005E.TXT.r_97;TD4005E.TXT.r_98;TD4005E.TXT.r_99"," bdag ming 'di zhes bya ba zhes     // / +bya ba la sogs pas gsungs so // / +de la rten sangs rgyas sum cu rtsa lnga la sogs pa la mchod pa byas te byang chub kyi sems rnam pa gnyis bskyed pa 'dir shes par byas la / / "
"549808","TD4005E.TXT.r_100;TD4005E.TXT.r_101;TD4005E.TXT.r_102"," de nas skyabs su 'gro ba ni gnyis pa'o // / +de la bdag ming 'di zhes bya ba ni / / +spyir btang yang dmigs kyis bdag gi tha mal pa'i ming che ge mo zhes brjod par bya ste / / "
"549824","TD4005E.TXT.r_103"," dper na 'jig sde'i nang nas 'jigs byed chen po zhes bya ba lta bu'o // / "
"549834","TD4005E.TXT.r_104;TD4005E.TXT.r_105"," gzhan du na bdag tu ma zad de dge ba'i bshes gnyen ni bdag la phan 'dogs pa'o // / +pha ma ni phan 'dogs pa'i zhing ngo // / "
"549843","TD4005E.TXT.r_106"," sems  can mtha' yas pa ni nam mkha' khyab pa'i sems can te bdag gis phan gdags pa'i yul lo // / "
"549852","TD4005E.TXT.r_107;TD4005E.TXT.r_108;TD4005E.TXT.r_109"," de dag dang bcas par skyabs su 'gro ba'o // / +gang la zhe na / / +sangs rgyas la sogs pa la'o // / "
"549861","TD4005E.TXT.r_110;TD4005E.TXT.r_111"," gang gis she na / / +ngag dang yid kyis te skyabs su 'gro ba'i ngo bo la sogs pa yang shes  par bya'o // / "
"549872","TD4005E.TXT.r_112;TD4005E.TXT.r_113;TD4005E.TXT.r_114"," de la sangs rgyas ni ston pa dang 'bras bu ste / / +sku gsum bdag nyid can la / / +bdag skyabs su 'gro ba ni de la blo gtong pa'o // / "
"549885","TD4005E.TXT.r_115"," 'dir phyag 'tshal ba ni lus dang ngag dang yid kyis te de ltar nges par 'gro'o zhes pa'o // / "
"549894","TD4005E.TXT.r_116;TD4005E.TXT.r_117"," de bzhin du chos ni bstan pa dang lam mo // / +de yang lung  dang rtogs pa dang don dam pa ste rgyu dang 'bras bu'i bdag nyid do // / "
"549904","TD4005E.TXT.r_118;TD4005E.TXT.r_119;TD4005E.TXT.r_120"," dge 'dun ni / / +sgrub pa po dang rten te mi phyed pas na dge 'dun no // / +de yang byang chub sems dpa' dang nyan thos dang rang sangs rgyas te 'dir byang chub sems dpa'i dge 'dun phyir mi ldog pa'i dge 'dun yin par shes par bya'o // / "
"549921","TD4005E.TXT.r_121;TD4005E.TXT.r_122"," de ltar  rten gyi stobs bstan nas / / +da ni rnam par sun 'byin pas kun du spyod pa'i stobs kyi sgo nas sdig pa 'chags pa ni / / "
"549935","TD4005E.TXT.r_123;TD4005E.TXT.r_124"," de bzhin gshegs pa zhes bya ba la sogs pa gsungs so // / +de yang sdig pa'i dngos po bshags pa'i yan lag tu sangs rgyas sum cu so lnga la phyag 'tshal bas sdig pa dag par  gyur pa yin no // / "
"549951","TD4005E.TXT.r_125;TD4005E.TXT.r_126"," de la ma 'ongs pas ni / / +sangs rgyas 'di dag bdag gi mdun du padma dang seng ge dang rin po che dang zla ba'i gdan la rab tu byung ba sprul pa'i sku mtshan dang dpe byad 'od dang ldan pa / / "
"549969","TD4005E.TXT.r_127"," sku mdog dang  zhing dang  phyogs dang  mtshams dang  chos gos la sogs pa dang  phyag    mtshan dang  rdo rje'i skyil krung can 'khor mang po dang bcas pa 'og nas 'byung ba bzhin du dbus nas brtsams te phyogs bcur rim pa bzhin du bzhugs pa la dmigs te / / "
"549996","TD4005E.TXT.r_128;TD4005E.TXT.r_129"," lus mang por sprul cing / / +ngag sgra dang  yid kyi mos pas zhabs la phyag 'tshal bya'o // / "
"550007","TD4005E.TXT.r_130;TD4005E.TXT.r_131"," yang na blo dman  bas ni thams cad zhal gcig pa / / +phyag gnyis chos 'chad pa 'am / / "
"550018","TD4005E.TXT.r_132;TD4005E.TXT.r_133"," bsod snyoms la gshegs pa 'am / / +sa gnon pa la sogs pa'i phyag rgyar bsams te / / "
"550027","TD4005E.TXT.r_134"," dkar po la sogs pa gang ltar mos par thams cad mnyam par bsams te phyag bya'o // / "
"550037","TD4005E.TXT.r_135;TD4005E.TXT.r_136"," 'di dag  ni bdag cag gi ston pa gtso bo yin la / / +de ma gtogs pa rnams ni bskal pa mang por bzhugs pa yin par shes par bya'o // / "
"550048","TD4005E.TXT.r_137"," de la dang po mi mjed kyi bdag po dbus na bzhugs pa'i sangs rgyas de'i yon tan ni de bzhin gshegs pa zhes gsungs te / / "
"550058","TD4005E.TXT.r_138"," sgra'i stobs las de bzhin  nyid gsung ba dang  rtogs pa dang  de bzhin nyid du gshegs shing slar byon pa ste / / "
"550069","TD4005E.TXT.r_139;TD4005E.TXT.r_140"," 'dis ni thams cad las khyad par du 'phags pa'o // / +dgra bcom pa ni nyon mongs pa dang shes bya'i sgrib pa'i dgra bsad pa'o // / "
"550077","TD4005E.TXT.r_141;TD4005E.TXT.r_142;TD4005E.TXT.r_143"," des ni byang chub sems dpa' las khyad par du 'phags pa'o // / +yang dag  par ni phyin ci ma log pa ste / / +des ni 'khor ba dang theg pa dman pa las so // / "
"550087","TD4005E.TXT.r_144"," rdzogs pa ni tshogs gnyis dang bdag gzhan gyi don gyi sku gnyis so // / "
"550095","TD4005E.TXT.r_145;TD4005E.TXT.r_146"," sangs rgyas ni spangs pa dang ye shes kyi bye brag gis gnyis so // / +de gnyis kyis 'khor ba dang mya ngan las 'das pa'i gang zag thams cad  las khyad par du 'phags par bstan to // / "
"550108","TD4005E.TXT.r_147;TD4005E.TXT.r_148;TD4005E.TXT.r_149"," de'i mtshan nyid ni sh'akya thub pa ste / / +de ni ye shes dang nus pa dang yon tan no // / +de la ye shes ni sh'a ni ma lus pa'o // / "
"550119","TD4005E.TXT.r_150;TD4005E.TXT.r_151;TD4005E.TXT.r_152"," kya ni rtog pa'o // / +mu ne ni gnyis su med par bsdoms pa'o // / +thub pa ni sh'akya'i rgyal po'i rigs yin pas de don yod cing de las skyes pa'i gdug pa thub  pa ste las so // / "
"550136","TD4005E.TXT.r_153;TD4005E.TXT.r_154;TD4005E.TXT.r_155"," yon tan ni / / +sh'akya ste khyad par du 'phags pa'o // / +de'i sku dang gsung dang thugs bsdams pa thun mong ma yin pa ni thub pa'o // / "
"550146","TD4005E.TXT.r_156"," de la phyag 'tshal ba ni dang ba'i dad pas sgo gsum gyis phyag bya ba'o // / "
"550154","TD4005E.TXT.r_157;TD4005E.TXT.r_158;TD4005E.TXT.r_160"," 'di yang dbus su gdan la / / +ser po chos 'chad par bsam     // / +snga ma ltar khyad par lnga dang  bshad pa gsum po ni 'og ma la yang shes par bya'o // / "
"550169","TD4005E.TXT.r_161"," ye shes la sogs pa ni dpe dang don gyis sgra'i stobs kyis tshang ba dang gnyis dang gcig la yang bshad par bya'o // / "
"550179","TD4005E.TXT.r_162"," steng nam mkha'i snying po'i zhing na bzhugs pa sngon po  rdo rje gnyis bsnams pa ni rdo rje snying pos rab tu 'joms pa'o // / "
"550193","TD4005E.TXT.r_163;TD4005E.TXT.r_164"," de la rdo rje ni rdo rje ltar rtog pa med pa'i ye shes so // / +snying po ni thams cad kyi skye gnas te yon tan no // / "
"550203","TD4005E.TXT.r_165;TD4005E.TXT.r_166"," las ni nyon mongs pa la sogs pa thams cad 'joms pa'o // / +rin chen 'od 'phro ni shar phyogs rin chen yod  pa'i zhing na dkar po rdo rje dang nyi ma bsnams pa bzhugs so // / "
"550224","TD4005E.TXT.r_167"," de la rin chen ni rin po che ltar stobs la sogs pa'i yon tan thams cad 'byung bas na yon tan no // / "
"550234","TD4005E.TXT.r_168;TD4005E.TXT.r_169"," ye shes ni 'od de rang bzhin gsal bas mi shes pa'i mun pa med pa'o // / +'phro ba ni las te des sems can thams cad kyi mi shes pa  'joms par byed pa'o // / "
"550246","TD4005E.TXT.r_170"," shar lho klu yis khyab pa'i zhing na klu dbang gi rgyal po ste sngon po / / "
"550255","TD4005E.TXT.r_171;TD4005E.TXT.r_172"," klu shing dang sprul sngon po bsnams pa'o // / +de la ye shes ni klu ste bsil bar byed pa dang gdug pa ltar ye shes kyang nyon mongs pa dang bral ba dang mtshan ma gsod pa'o // / "
"550274","TD4005E.TXT.r_173;TD4005E.TXT.r_174"," dbang po ni las te des thams  cad la dbang bsgyur ba'o // / +rgyal po ni yon tan te rgyal po ltar thams cad kyi nang na 'bar zhing mdzes la 'jigs pa dang bral ba'o // / "
"550292","TD4005E.TXT.r_175"," dpa' bo'i sde ni lho dpa' ba dang ldan pa'i zhing na ser po / / "
"550300","TD4005E.TXT.r_176;TD4005E.TXT.r_177"," po ti dang ral gri bsnams pa bzhugs pa'o // / +de la dpa' bo ni ye shes te 'gran zla med cing mi tshugs pa'o // / "
"550310","TD4005E.TXT.r_178"," yang na dpa' bo ni las te sems can gyi 'khor ba'i gyul thams cad 'joms pa'o // / "
"550319","TD4005E.TXT.r_179;TD4005E.TXT.r_180"," yon tan ni sde ste yon tan gyi tshogs mang po mnga' ba'o // / +dpal dgyes ni lho nub dga' ba dang ldan pa'i zhing na / / "
"550332","TD4005E.TXT.r_181;TD4005E.TXT.r_182"," dmar ser nyi ma dang padma dmar po bsnams pa'o // / +de yang dpal ni ye shes dang las te snga  ma bzhin du shes par bya'o // / ","0.029#TD4005E.TXT.r#550622#550622#TD4005E.TXT.r_222# shar phyogs sgrib pa dang bral ba'i zhing na dpal changs pa dmar ser padma dang nyi ma bsnams pa'o // / "
"550347","TD4005E.TXT.r_183;TD4005E.TXT.r_184"," yon tan ni dgyes pa ste thugs rje chen pos sems can gyi don mdzad pa la thugs bzhugs pa'o // / +nub snang ba dang ldan pa'i zhing na dmar po / / "
"550359","TD4005E.TXT.r_185;TD4005E.TXT.r_186"," rin po che dang me'i dkyil 'khor bsnams pa ni rin chen me ste / / +de la rin chen ni ye shes te rtog pa med par don 'byung ba'o // / "
"550373","TD4005E.TXT.r_187"," yang    na yon tan ni rin chen te ting nge 'dzin dang 'jig rten las 'das pa'i phun sum tshogs pa thams cad 'byung ba'o // / "
"550381","TD4005E.TXT.r_188"," me ni las te ye shes dang brtson 'grus chen pos sems can gyi don mdzad cing nyon mongs pa la sogs sreg pa'o // / "
"550391","TD4005E.TXT.r_189"," rin chen zla 'od ni nub byang 'od bzang po'i zhing na dkar  po ; / "
"550401","TD4005E.TXT.r_190;TD4005E.TXT.r_191"," rin po che dang zla ba bsnams pa'o // / +de la rin chen ni snga ma ltar yon tan no // / "
"550411","TD4005E.TXT.r_192"," zla ba ni ye shes te ye shes rdzogs shing gsal le shin tu bsil ba'o // / "
"550420","TD4005E.TXT.r_193"," 'od ni las te las dang nyon mongs pa la sogs pa bsal te don gyi chos nyid gsal bar byed pa'o // / "
"550430","TD4005E.TXT.r_194"," byang phyogs rnga sgra'i  zhing na mthong ba don yod ljang gu sangs rgyas kyi spyan gnyis bsnams pa'o // / "
"550442","TD4005E.TXT.r_195;TD4005E.TXT.r_196"," de'i ye shes ni mthong ba ste ye shes ma bsgribs pa'o // / +yang na mthong ba ni yon tan te / / "
"550450","TD4005E.TXT.r_197"," shes rab dang thugs rjes spyan gyis chos nyid dang sems can gyi don gsal ba'o // / "
"550458","TD4005E.TXT.r_198;TD4005E.TXT.r_199"," las ni don yod pa ste / / +'dis  sems can thams cad mngon par ma thob dang nges par legs pa'i 'bras bu gdon mi za bar yod par mdzad pa'o // / "
"550469","TD4005E.TXT.r_200;TD4005E.TXT.r_201"," rin chen zla ba ni / / +byang shar 'od zer can gyi zhing na dkar ljang / / "
"550480","TD4005E.TXT.r_202;TD4005E.TXT.r_203;TD4005E.TXT.r_204"," rin po che dang zla ba bsnams pa'i sangs rgyas so // / +de'i yon tan ni rin po che'o // / +zla ba ni ye shes  dang las te snga ma ltar shes par bya'o // / "
"550494","TD4005E.TXT.r_205"," 'di'i 'og na thal bas khyab pa'i zhing na dri ma med pa ste dud kha 'am thal pa'i mdog can me long dri ma med pa bsnams pa bzhugs shing 'tsho'o // / "
"550512","TD4005E.TXT.r_206;TD4005E.TXT.r_207"," de la dri ma med pa ni ye shes te sgrib pa spangs pa'o // / +nus pa ni gzhan dri ma med par byed pa'o // / ","0.028#TD4015E.TXT.r#1971093#1971093#TD4015E.TXT.r_702;TD4015E.TXT.r_703# bdud ces pa ni lha'i bu LA SOGS PA'O // / +de dag gi stobs ni byang chub sems dpa'i spyod pa'i    bar du gcod pa'i nus pa ste / / "
"550521","TD4005E.TXT.r_208;TD4005E.TXT.r_209"," stobs  la sogs pa glo bur ba'i dri ma dang bral bas shin tu gsal ba ni yon tan no // / +de la snga ma ltar phyag 'tshal ba'o // / ","0.028#TD4015E.TXT.r#1971093#1971093#TD4015E.TXT.r_702;TD4015E.TXT.r_703# bdud ces pa ni lha'i bu la sogs pa'o // / +de dag gi stobs ni byang chub sems dpa'i spyod pa'i    bar du gcod pa'i nus pa ste / / "
"550532","TD4005E.TXT.r_210;TD4005E.TXT.r_211"," de dag ni bcu tshan dang po'o //// / +yang bcu tshan gnyis pa ni // / ","0.007#TD4005E.TXT.r#550943#550946#TD4005E.TXT.r_259;TD4005E.TXT.r_260;TD4005E.TXT.r_261# de la snga ma ltar  sgo gsum dang bas phyag 'tshal bar bya'o // / +de dag ni bcu tshan gnyis pa'o //// / "
"550540","TD4005E.TXT.r_212;TD4005E.TXT.r_213"," dpa' sbyin zhes bya ba la sogs pa ste / / +de la de'i yang steng gi phyogs na dpal dang ldan pa'i zhing na de  bzhin gshegs pa dpas byin dkar po shing dpal 'bras kyi sdong bu lo ma 'bras bu dang bcas pa bsnams pa bzhugs nas sems can gyi don mdzad pa yin la / / "
"550567","TD4005E.TXT.r_214"," 'dir steng du gdan la bzhugs par bsams te bdag gis phyag 'tshal ba byas pas sdig par dag par 'gyur ro // / "
"550578","TD4005E.TXT.r_215;TD4005E.TXT.r_216"," de la dpa'     // / +ba ni gnyis su med pa'i ye shes kyis rtog pa thams cad 'joms pas so // / ","0.025#TD4046E.TXT.r#2203149#2203149#TD4046E.TXT.r_958;TD4046E.TXT.r_959# nyan thos kyang log par 'tsho ba'i sbyor bas nyes pa dang bcas par 'gyur la / / +byang chub sems dpa' rnams ni log par 'tsho bar sems bskyed ma thag tu nyes bar yongs su ma shes na nyes par 'gyur bar ston to // / ","0.025#TD4047E.TXT.r#1176915#1176915#TD4047E.TXT.r_8052;TD4047E.TXT.r_8053# nyan thos kyang log par 'tsho ba'i sbyor bas nyes pa dang bcas par 'gyur la / / +byang chub sems dpa' rnams ni log par 'tsho ba'i sems skyes ma thag tu nyes par yongs su ma shes na nyes par 'gyur bar ston to // / ","0.026#TD4039E.TXT.r#1838244#1838245#TD4039E.TXT.r_2852;TD4039E.TXT.r_2853# de  de'i tshe sems can rnams la mdza' ba'i bsam pas kho na med pa'i sems su 'gyur te / / ","0.028#TD4016.2E.TXT.r#2393310#2393310#TD4016.2E.TXT.r_9774;TD4016.2E.TXT.r_9775# 'di ltar yang dag pa ji lta ba bzhin du rnam par mi rtog pa'i ye shes dang mthun par 'gyur ba'i sems rab tu shes par gyur nas 'ching ba rnam pa gnyis po dag las nges par 'byung bar gyur pa'o // / +yongs su shes pa'i sems de la mkhas par gyur na / / ","0.029#TD4044E.TXT.r#393009#393010#TD4044E.TXT.r_2099;TD4044E.TXT.r_2100# thog ma 'jug pa nas zhes bya ba ni sngon ma zhugs par sems pa las 'jug pa ni thog ma 'jug pa'o // / +rmongs par mi 'gyur zhes bya ba ni bsam par mi nus pa'i sems pa'o // / ","0.029#TD4029E.TXT.r#2149487#2149487#TD4029E.TXT.r_3777# snying rjes yongs su bzung ba'i rnam par mi rtog pa'i ye shes ni mi zad par 'gyur ro // / ","0.029#TD4037E.TXT.r#1379776#1379776#TD4037E.TXT.r_8407;TD4037E.TXT.r_8408# byang chub sems dpa' gnas pa mchog la thug pa man chad rnams kyi gnas gyur pa gzhan thams cad ni bla na med pa nyid du rig par bya'o // / +de la  mthar thug par 'gro ba'i sa la gnas pa'i byang chub sems dpa' dang  de bzhin gshegs pa'i ye shes khyad par yod pa ye shes ji lta bu zhig gis bye brag tu gyur par rig par bya zhe na / / "
